,date,close,FG_score
365,1981-04-06,110.3,0.5682162095282433
366,1981-04-07,109.6,0.5450912502329448
367,1981-04-08,111.0,0.5669894250749385
368,1981-04-09,110.8,0.5623676870857828
369,1981-04-10,112.0,0.5803496254233543
370,1981-04-11,111.8,0.5654347130053894
371,1981-04-13,111.5,0.5555341231466175
372,1981-04-14,110.9,0.5399980115369096
373,1981-04-15,111.0,0.5379172855685522
374,1981-04-16,110.7,0.5312215271151218
375,1981-04-17,111.0,0.5329670645341263
376,1981-04-18,111.8,0.5436929162818606
377,1981-04-20,111.3,0.533766098242217
378,1981-04-21,111.2,0.5306386117681541
379,1981-04-22,111.6,0.5363482451767286
380,1981-04-23,112.7,0.5534181660392824
381,1981-04-24,113.3,0.5616644057964977
382,1981-04-25,113.5,0.5546874015957264
383,1981-04-27,116.1,0.6009373988896269
384,1981-04-28,116.9,0.6185934959260635
385,1981-04-29,120.2,0.6686410566604644
386,1981-04-30,122.4,0.7126615276920902
387,1981-05-01,123.6,0.7144773840500709
388,1981-05-02,123.5,0.6856113839254948
389,1981-05-04,120.6,0.6134737097299919
390,1981-05-06,120.7,0.607325201771479
391,1981-05-07,119.3,0.5724402931116827
392,1981-05-08,118.7,0.5584006559906844
393,1981-05-09,118.8,0.5590020681826718
394,1981-05-12,118.8,0.5564899695610734
395,1981-05-13,119.9,0.5729375159725417
396,1981-05-14,121.5,0.5977980088899282
397,1981-05-15,121.4,0.5904809496091259
398,1981-05-16,121.5,0.5814058759113496
399,1981-05-18,121.1,0.5725529024437729
400,1981-05-19,120.9,0.5653842116991998
401,1981-05-20,121.4,0.5710875916272595
402,1981-05-21,121.4,0.5668623968818715
403,1981-05-22,120.8,0.5533060457321394
404,1981-05-23,120.5,0.5462951454690305
405,1981-05-25,121.5,0.5603164978704207
406,1981-05-26,123.0,0.5836590382316168
407,1981-05-27,124.8,0.6112204141815917
408,1981-05-28,125.9,0.6243067991239839
409,1981-05-29,126.5,0.6250320606462916
410,1981-05-30,126.3,0.6054754678561197
411,1981-06-01,126.4,0.6022164224703206
412,1981-06-02,127.7,0.6200482515825643
413,1981-06-03,129.8,0.6470183807924882
414,1981-06-04,128.7,0.6170352338139945
415,1981-06-05,128.3,0.6001765892936916
416,1981-06-08,130.1,0.6201097548163286
417,1981-06-09,132.7,0.6614849576835653
418,1981-06-10,133.6,0.6667896739683103
419,1981-06-11,134.7,0.6723346834410824
420,1981-06-12,136.3,0.6857923367752284
421,1981-06-13,137.6,0.6824063790442764
422,1981-06-15,139.5,0.7034470704363769
423,1981-06-16,142.8,0.7406135792311477
424,1981-06-17,139.5,0.6686428201209075
425,1981-06-18,134.8,0.5811766260179696
426,1981-06-19,138.6,0.6386785452091325
427,1981-06-20,139.8,0.6490424849510625
428,1981-06-22,138.8,0.6210440209404829
429,1981-06-23,139.2,0.6204904174160525
430,1981-06-24,141.6,0.6535848115642993
431,1981-06-25,141.8,0.6440813548435026
432,1981-06-26,142.7,0.6492456605110464
433,1981-06-27,144.5,0.6683710790538152
434,1981-06-29,147.3,0.7007636974514732
435,1981-06-30,150.8,0.7377832247543833
436,1981-07-01,156.4,0.7991078119529241
437,1981-07-02,155.0,0.7542830106998731
438,1981-07-03,155.7,0.7425736949812328
439,1981-07-04,157.8,0.7523444775026139
440,1981-07-06,160.9,0.7746004588632877
441,1981-07-07,165.9,0.8147876024597109
442,1981-07-08,163.1,0.7512802173157603
443,1981-07-09,163.8,0.7421182954388494
444,1981-07-10,159.9,0.6687221142326475
445,1981-07-11,160.3,0.6668245058082858
446,1981-07-13,158.3,0.6202401295003607
447,1981-07-14,155.8,0.5821428982227335
448,1981-07-15,155.0,0.5647615955035623
449,1981-07-16,155.9,0.581188672841408
450,1981-07-18,158.7,0.6267896336617268
451,1981-07-20,155.2,0.5713080331268162
452,1981-07-21,155.5,0.5710129489575423
453,1981-07-22,153.1,0.536283163075111
454,1981-07-23,150.0,0.49587124837403523
455,1981-07-24,147.8,0.46130850184251365
456,1981-07-25,149.4,0.5083340392832693
457,1981-07-27,146.9,0.47650744863441213
458,1981-07-28,144.4,0.43728730592479764
459,1981-07-29,145.5,0.4536349443338725
460,1981-07-30,147.5,0.49175548978510414
