,date,close,volume,multiple_volume,per,Volatility_list,Volume_list,S1_score,S2_score,FG_score
365,2002-06-28,1225.1,0,0.0,5.630281082945321,0.9874817925933852,-4.0,0.12343522407417318,-2.272619230806504,0.43032598588452614
366,2002-07-02,1225.4,0,0.0,0.02448779691455183,1.2599488763743856,-4.0,0.1574936095467982,-2.1291098833938635,0.4169464591590112
367,2002-07-03,1248.4,0,0.0,1.8769381426472886,1.1610588777338169,-4.0,0.1451323597167271,-1.8182664385578788,0.4344078738914186
368,2002-07-04,1279.4,0,0.0,2.483178468439595,1.1004303816604535,-4.0,0.1375537977075567,-1.4275714629131024,0.45106517528120627
369,2002-07-05,1304.0,0,0.0,1.9227763013912602,1.072804024359268,-4.0,0.1341005030449085,-1.1203471329980217,0.4625107116558453
370,2002-07-08,1296.1,0,0.0,-0.6058282208589061,1.0172579103731119,-4.0,0.12715723879663898,-1.1922731838106257,0.4621708874870496
371,2002-07-09,1313.5,0,0.0,1.342489005477976,0.9229379920666657,-4.0,0.11536724900833323,-0.9854410148908487,0.4716086682115972
372,2002-07-10,1329.1,0,0.0,1.1876665397792197,0.8512368181187416,-4.0,0.10640460226484272,-0.802911040448061,0.47865462403804826
373,2002-07-11,1305.2,0,0.0,-1.798209314573762,0.7755747125423043,-4.0,0.096946839067788,-1.0660145072928326,0.4741862870739828
374,2002-07-12,1325.1,0,0.0,1.5246705485749246,0.7274962601640476,-4.0,0.09093703252050594,-0.8223650698050177,0.48131284850316
375,2002-07-15,1318.0,0,0.0,-0.5358086182174815,0.6681821040255396,-4.0,0.08352276300319245,-0.8914539927718798,0.48139441953276313
376,2002-07-16,1288.8,0,0.0,-2.2154779969650984,0.5779998200065719,-4.0,0.07224997750082152,-1.2069575731496893,0.47821314003233373
377,2002-07-18,1288.1,0,0.0,-0.05431409062693904,0.5645054434728434,-4.0,0.07056318043410542,-1.177289962932723,0.4792436045713475
378,2002-07-19,1254.2,0,0.0,-2.6317832466423274,0.4696710161900508,-4.0,0.05870887702375638,-1.5339368446486457,0.4775012759968842
379,2002-07-22,1179.4,0,0.0,-5.9639610907351255,0.49635624408714946,-4.0,0.0620445305108937,-2.325038267089436,0.463998433449454
380,2002-07-23,1218.1,0,0.0,3.281329489570961,0.9348078235839552,-4.0,0.11685097794799437,-1.7290307333946804,0.4496613846504265
381,2002-07-24,1185.5,0,0.0,-2.6762991544208137,0.9766794432435871,-4.0,0.12208493040544838,-2.030887992502186,0.43833039840577664
382,2002-07-25,1207.7,0,0.0,1.872627583298181,0.9725676764847604,-4.0,0.12157095956059505,-1.6968029345668072,0.4486116049697088
383,2002-07-26,1194.6,0,0.0,-1.0847064668378037,0.9235445772063029,-4.0,0.11544307215078786,-1.7941574404976959,0.4484035636078099
384,2002-07-29,1193.8,86048546,102724754214.8,-0.0669680227691205,0.8448266659602899,2.591988832579221,0.9296019373174389,-0.6348755351990467,0.3565932045573026
385,2002-07-30,1217.5,94777259,115391312832.5,1.985257162003684,0.750116966127969,2.2765635308578664,0.8783350621232294,-0.35892239736794607,0.42183278707721317
386,2002-07-31,1212.7,81209261,98482470814.7,-0.39425051334701644,0.7140927110835252,1.8949345034885554,0.82612840182151,-0.45416037048241514,0.407286378239484
387,2002-08-01,1207.9,82851061,100075796581.90001,-0.39581100024738136,0.6214298694904434,1.7402075642141983,0.7952046792130802,-0.5161408059817758,0.39880720134804754
388,2002-08-02,1197.1,72991007,87377534479.7,-0.894113751138359,0.5290827484028715,1.4875505817751034,0.7520791662722468,-0.6601552791914965,0.3783661133678125
389,2002-08-05,1172.7,62056767,72773970660.90001,-2.0382591262216865,0.44805356896178383,1.226168132881702,0.7092777127304357,-0.9524209404313142,0.3372594778634673
390,2002-08-06,1174.7,77515836,91057852549.2,0.17054660185895631,0.42832668919609923,1.3564699497897483,0.7230995798732309,-0.8365941604858737,0.3532141121553158
391,2002-08-07,1198.4,98334207,117843713668.8,2.0175363922703804,0.3338507061215057,1.5007697497433492,0.7293275569831068,-0.48651623971844016,0.41221172330321626
392,2002-08-08,1212.5,92936098,112685018825.0,1.1765687583444429,0.3183193267628142,1.3637482544243928,0.7102584476484008,-0.3206395725227177,0.44331055956656085
393,2002-08-09,1212.9,128268289,155576607728.1,0.03298969072165203,0.2517028169012851,1.5648238606766018,0.7270658346972358,-0.28971957763043477,0.44753255954161864
394,2002-08-12,1227.3,109629375,134548131937.5,1.1872372000989229,0.15752696328632684,1.3330856559610975,0.6863265774059281,-0.16582785492115987,0.4715776573427619
395,2002-08-13,1242.9,123797774,153868253304.6,1.271082864825246,0.09465386250013054,1.375661247753182,0.6837893887816641,0.0014555456078087785,0.5002488216398367
396,2002-08-14,1241.4,117425217,145771664383.80002,-0.1206854936036672,0.03767609260999664,1.246439944097872,0.6605145045884836,-0.07030949322114173,0.4883919761703901
397,2002-08-16,1239.0,108174804,134028582156.0,-0.19333011116482446,-0.05634197720814304,1.102772396354273,0.6308038023932663,-0.148830982922113,0.47654643671644187
398,2002-08-19,1238.0,97326708,120490464504.0,-0.08071025020177647,-0.14963935619023921,0.9504561398195105,0.6001020979536589,-0.2016704679100473,0.46978115672370707
399,2002-08-20,1249.2,102170229,127631050066.8,0.904684975767367,-0.2437532168171638,0.9613138007963795,0.589695072997402,-0.08659554474206019,0.48723653189432553
400,2002-08-21,1256.9,103404484,129969095939.6,0.6163944924751918,-0.31332980738022775,0.9349579143291049,0.5777035133686097,-0.02398075329850573,0.4965366140344332
401,2002-08-22,1266.7,118484075,150083777802.5,0.7796960776513595,-0.3951386436089417,1.0265141774189996,0.5789219417262572,0.06888048850797404,0.5099677857344612
402,2002-08-23,1263.2,106302019,134280710400.8,-0.2763085181968883,-0.4689181304594977,0.8754972779137211,0.550822393431778,-0.021257661426571168,0.4970727344587813
403,2002-08-26,1256.6,81123399,101939663183.4,-0.5224825839138858,-0.5593622719979668,0.5795864202072787,0.502528018526164,-0.14881057259803587,0.48131333704809304
404,2002-08-27,1255.7,86271056,108330565019.2,-0.07162183670220701,-0.6423321960360747,0.6177942137343937,0.4969327522122899,-0.1689342355865628,0.47902507816432444
405,2002-08-28,1244.2,105132810,130806242202.0,-0.9158238432746657,-0.7344867966551957,0.773793363360093,0.5049133208381121,-0.301983088859212,0.4619548587757388
406,2002-08-29,1242.0,81264996,100931125032.0,-0.17682044687349352,-0.792673696107168,0.4983807337962351,0.4632133797111334,-0.3416097599136523,0.4605227863729245
407,2002-08-30,1242.6,89682038,111438900418.79999,0.048309178743943804,-0.8827944174047896,0.5770047104787417,0.461776286634244,-0.3225880686678213,0.4628278324134634
408,2002-09-02,1240.2,75433743,93552928068.6,-0.19314340898115567,-0.973495232778302,0.39103852725449034,0.42719291180952357,-0.3582330355992095,0.46181583899152
409,2002-09-03,1234.8,87540553,108095074844.4,-0.43541364296082463,-1.061980186131727,0.5181688550845722,0.43202358361910564,-0.40557416913993494,0.4563073261766788
410,2002-09-04,1225.7,91847058,112576938990.6,-0.7369614512471534,-1.1420600859567664,0.5402103860696394,0.4247687875141091,-0.49890728003284635,0.44721733215592246
411,2002-09-05,1232.9,90052726,111026005885.40001,0.5874194337929461,-1.2023336691338142,0.5093433445799836,0.4133762094307712,-0.39373577004850097,0.45939934024087486
412,2002-09-06,1205.5,75091934,90523326437.0,-2.2224024657312103,-1.2722385168112413,0.29805970691714184,0.37822764876323756,-0.7224170190118778,0.43211232189208626
413,2002-09-09,1152.8,91311549,105263953687.2,-4.371630029033602,-1.0947373761463546,0.43551370335700484,0.4175970409013313,-1.2910676417741258,0.36838626054509516
414,2002-09-10,1153.8,89110535,102815735283.0,0.0867453157529452,-0.40661077482963204,0.4001987871668207,0.49919850154214856,-1.1374579403306853,0.36174062401803014
415,2002-09-11,1158.3,105839561,122593963506.29999,0.3900156006240163,-0.4988137375349036,0.5563459758003675,0.5071915297831829,-0.9961563972817439,0.37630955200927163
416,2002-09-12,1162.6,84248124,97946868962.4,0.3712337045670422,-0.5858236676136216,0.3234811016269886,0.4672071792516709,-0.906484511744263,0.39567569193233365
417,2002-09-13,1152.2,74581239,85932503575.8,-0.8945467056597156,-0.6730136310855341,0.1895638847057101,0.439568781702522,-0.9995849952078746,0.39188719743658984
418,2002-09-16,1151.3,75486314,86907393308.2,-0.07811143898629469,-0.732937481526746,0.1974213134569617,0.433060478991277,-0.956032935053449,0.39794857405823963
419,2002-09-17,1166.2,78777889,91870774151.8,1.294189177451588,-0.8248600132920354,0.24750487462109316,0.42783060766613223,-0.7223380182507024,0.42334949302496244
420,2002-09-18,1138.8,69748459,79429545109.2,-2.3495112330646606,-0.8425069586719006,0.10191637275151876,0.4074261767599523,-1.0424760104255029,0.39538497676085044
421,2002-09-19,1140.5,55282918,63050167979.0,0.14927994380049547,-0.6988887626528082,-0.12221933001648612,0.3973614884163382,-0.9715950915409832,0.40466264781160755
422,2002-09-23,1110.3,68465201,76016912670.3,-2.6479614204296453,-0.7905472747948556,0.06579822088785654,0.40940636826162513,-1.2856785655345582,0.37136509416884433
423,2002-09-24,1083.6,79620840,86277142224.0,-2.404755471494191,-0.5965585570177314,0.18891393358062017,0.4490444220703611,-1.5068743933224782,0.33700860633717444
424,2002-09-25,1052.8,82639872,87003257241.59999,-2.84237726098191,-0.4755534627888572,0.1935610335794052,0.4647509463488185,-1.7847448858556274,0.30375886596402
425,2002-09-26,1048.4,80808033,84719141797.20001,-0.41793313069907745,-0.2968665585856622,0.1642729852402616,0.48342580333182494,-1.7022171051677701,0.30514933515484627
