,Unnamed: 0,date,close,volume,multiple_volume,per,Volatility_list,Volume_list,S1_score,S2_score,FG_score
0,365.0,2002-06-28,760.3,0,0.0,6.439871202575942,1.0598677801636815,-4.0,0.1324834725204602,-2.862492880559609,0.4063119022031464
1,366.0,2002-07-02,762.4,0,0.0,0.2762067604892726,1.3466272497913336,-4.0,0.1683284062239167,-2.6495030445272505,0.3903154045842572
2,367.0,2002-07-03,782.3,0,0.0,2.6101783840503545,1.249219832767274,-4.0,0.1561524790959092,-2.2398403630991752,0.4134414400143659
3,368.0,2002-07-04,801.1,0,0.0,2.403170139332756,1.203256878923766,-4.0,0.1504071098654708,-1.8569214599482176,0.4306268232633627
4,369.0,2002-07-05,819.0,0,0.0,2.2344276619648,1.1493116927100866,-4.0,0.1436639615887608,-1.510562808348168,0.4459585637587927
5,370.0,2002-07-08,818.2,0,0.0,-0.0976800976800973,1.0898066301068774,-4.0,0.1362258287633596,-1.502290256839958,0.4490151374344878
6,371.0,2002-07-09,839.0,0,0.0,2.5421657296504474,0.9825490483343592,-4.0,0.1228186310417949,-1.1327187086976598,0.46527624552949
7,372.0,2002-07-10,849.2,0,0.0,1.2157330154946466,0.9484555740925188,-4.0,0.1185569467615648,-0.9447982410163418,0.4720261436725612
8,373.0,2002-07-11,830.6,0,0.0,-2.190296749882248,0.8618088078036757,-4.0,0.1077261009754594,-1.2692287145799468,0.4658708881196044
9,374.0,2002-07-12,847.2,0,0.0,1.998555261256918,0.8151842564296344,-4.0,0.1018980320537042,-0.9597065513695616,0.475571412856082
10,375.0,2002-07-15,841.1,0,0.0,-0.7200188857412693,0.7618371727223937,-4.0,0.0952296465902992,-1.0560655775646524,0.4748789814861733
11,376.0,2002-07-16,819.7,0,0.0,-2.544287242896204,0.6663392817890502,-4.0,0.0832924102236312,-1.4176417608490774,0.4705145509267525
12,377.0,2002-07-18,818.4,0,0.0,-0.1585946077833466,0.6492285433657287,-4.0,0.0811535679207161,-1.3987609175457836,0.4716518237842739
13,378.0,2002-07-19,791.8,0,0.0,-3.2502443792766456,0.5469687135663736,-4.0,0.0683710891957967,-1.8367016540124887,0.4686468683646105
14,379.0,2002-07-22,735.6,0,0.0,-7.097751957565035,0.5909199479321352,-4.0,0.0738649934915168,-2.7558715500279343,0.4492843986508483
15,380.0,2002-07-23,763.5,0,0.0,3.7928221859706346,1.083034135010597,-4.0,0.1353792668763246,-2.066970120670182,0.4304967047813652
16,381.0,2002-07-24,736.4,0,0.0,-3.5494433529796976,1.1247638878947095,-4.0,0.1405954859868387,-2.4654505128550066,0.4141995808182253
17,382.0,2002-07-25,745.1,0,0.0,1.181423139598059,1.1481529831894572,-4.0,0.1435191228986821,-2.208276673140932,0.4214241287984859
18,383.0,2002-07-26,727.4,0,0.0,-2.3755200644208885,1.0615694030187055,-4.0,0.1326961753773382,-2.463452807926134,0.4189973394807509
19,384.0,2002-07-29,725.0,91172991,66100418475.0,-0.3299422601044766,1.0199033350952909,2.118449938012168,0.8922941591384324,-1.1295050001879623,0.2674006800169728
20,385.0,2002-07-30,743.7,128162897,95314746498.9,2.57931034482759,0.9193279867017468,2.0266304647251148,0.8682448064283577,-0.702196790384819,0.3521324905481734
21,386.0,2002-07-31,736.6,100045210,73693301686.0,-0.9546860293129013,0.8936264453462661,1.5756209459920436,0.8086559239172887,-0.8708149277420901,0.3308839839452846
22,387.0,2002-08-01,733.5,120198403,88165528600.5,-0.4208525658430662,0.8026994402532341,1.5820541611945047,0.7980942001809673,-0.8728760318310446,0.3325582032424115
23,388.0,2002-08-02,725.6,79777011,57886199181.6,-1.0770279481935874,0.7029258853263132,1.0816562284280271,0.7230727642192926,-1.079276356007029,0.3142346879061973
24,389.0,2002-08-05,705.9,80079863,56528375291.7,-2.714994487320843,0.6162410679673704,0.9915445366763648,0.700973200580467,-1.409437386175226,0.2713116779614224
25,390.0,2002-08-06,700.3,100669684,70498979705.2,-0.7933135004958292,0.6156646046903707,1.132852917570582,0.718564690282619,-1.3753020422949744,0.2712591616171914
26,391.0,2002-08-07,712.1,123768676,88135674179.6,1.6849921462230633,0.5218096505766965,1.263156270787615,0.723120740170539,-1.0321316757536672,0.321615867054386
27,392.0,2002-08-08,719.1,84347952,60654612283.200005,0.9830080044937572,0.4616384803452344,0.8433604473981546,0.6631248659679236,-0.9344239035955452,0.3498633945955078
28,393.0,2002-08-09,720.5,109572219,78946783789.5,0.1946878041996891,0.3739090695881163,1.043438134496543,0.6771684005105825,-0.8305017140623667,0.3629947519916232
29,394.0,2002-08-12,731.6,108674241,79506074715.6,1.5405968077723875,0.2714998200025748,0.993175735641279,0.6580844444554818,-0.6075475117177234,0.4013561722303022
30,395.0,2002-08-13,743.8,147140990,109443468362.0,1.6675779114269984,0.2097118915282667,1.2309559497040226,0.6800834801540362,-0.3179464907177407,0.4461521047278022
31,396.0,2002-08-14,741.3,145251698,107675083727.4,-0.3361118580263555,0.1565965285552363,1.144327070180765,0.6626154498420002,-0.4041950343126917,0.4334409173363557
32,397.0,2002-08-16,741.6,120223101,89157451701.6,0.0404694455686138,0.0556456370922482,0.9087541645526684,0.6205499752056146,-0.4651435589460351,0.4283356689200894
33,398.0,2002-08-19,741.5,100114776,74235106404.0,-0.0134843581445553,-0.047589128465448,0.6950829526120381,0.5809367280183237,-0.5236354907479791,0.4245313033437146
34,399.0,2002-08-20,748.4,122398564,91603085297.6,0.9305461901550904,-0.1510343551083247,0.8628299483963218,0.5889744491609996,-0.3719147966217644,0.4454558432212979
35,400.0,2002-08-21,747.4,106545863,79632378006.2,-0.1336183858898998,-0.2338891858704857,0.6928671814558472,0.5573722494481702,-0.4402889153380124,0.4389548500032075
36,401.0,2002-08-22,754.7,121670858,91824996532.6,0.9767192935509872,-0.3364017315716896,0.7982355208329379,0.5577292236576561,-0.2986240047176933,0.4584581507015141
37,402.0,2002-08-23,753.8,112802808,85030756670.4,-0.119252683185389,-0.4150696543944854,0.6918378183548148,0.5345960204950412,-0.3556460218802922,0.452610929757387
38,403.0,2002-08-26,748.7,75660071,56646695157.700005,-0.6765720350225379,-0.5176511057482922,0.2781443450780703,0.4700616549162222,-0.5350989372010361,0.4374470748831793
39,404.0,2002-08-27,745.8,81735797,60958557402.6,-0.387338052624564,-0.6074831393913069,0.3411913927752905,0.4667135316729979,-0.584215622558701,0.4322538578383521
40,405.0,2002-08-28,735.2,97192370,71455830424.0,-1.421292571735033,-0.7056917790632056,0.4828305273227974,0.472142343532449,-0.7664941534503488,0.4105010756862408
41,406.0,2002-08-29,731.3,97957977,71636668580.09999,-0.530467899891196,-0.7442451674584483,0.4688552480459032,0.4655762600734319,-0.8158398222366159,0.4061665361136197
42,407.0,2002-08-30,731.0,118725283,86788181873.0,-0.0410228360453901,-0.8377521086501852,0.6348563155831733,0.4746380258666235,-0.7740795213405197,0.409167590841889
43,408.0,2002-09-02,731.6,117099805,85670217338.0,0.08207934336526,-0.9403262425580392,0.5983096312596925,0.4572479235877066,-0.7461441645099731,0.4155246011011483
44,409.0,2002-09-03,725.2,119751677,86843916160.40001,-0.8747949699289159,-1.0424429642628512,0.5889415465303365,0.4433123227834357,-0.8542064727648448,0.4064452427662312
45,410.0,2002-09-04,715.3,122623104,87712306291.2,-1.3651406508549455,-1.114060094588159,0.5766761207249652,0.4328270032671008,-1.0194220447804134,0.3914471166883774
46,411.0,2002-09-05,717.6,125963959,90391736978.4,0.3215434083601476,-1.140019747535972,0.5841584983215155,0.4305173438481929,-0.9237971877356724,0.4018624900975098
47,412.0,2002-09-06,697.8,113383138,79118753696.4,-2.7591973244147305,-1.2384153598644396,0.436337583172678,0.3997402779135298,-1.304651386839193,0.3724964763737253
48,413.0,2002-09-09,666.0,110549379,73625886414.0,-4.557179707652614,-1.0267498461500093,0.3536939021419706,0.4158680069989952,-1.8516804933283937,0.3164672787878433
49,414.0,2002-09-10,669.1,117717761,78764953885.1,0.4654654654654644,-0.4430327605866941,0.4078987728404406,0.4956082515317183,-1.5798116391488803,0.3136806348867177
50,415.0,2002-09-11,677.9,110149784,74670538573.59999,1.3151995217456136,-0.5418636960158226,0.3442116329522086,0.4752934921170482,-1.3256486748591116,0.3474941695789433
51,416.0,2002-09-12,683.2,106522314,72776044924.8,0.7818262280572474,-0.5943223090299192,0.3097120669346159,0.4644237197380871,-1.1555487550339572,0.3689639030857716
52,417.0,2002-09-13,674.4,82314723,55513049191.2,-1.2880562060890055,-0.6806157013690487,0.0403791801357822,0.4199704348458417,-1.3329880480731795,0.3635901342907464
53,418.0,2002-09-16,672.2,90319811,60712976954.200005,-0.326215895610904,-0.7310619722283662,0.1282387982401951,0.4246471032514786,-1.3029216415936742,0.3651033186339981
54,419.0,2002-09-17,684.8,94596461,64779656492.8,1.8744421303183545,-0.8334709643262452,0.1890533958496626,0.4194478039404272,-0.983662298113646,0.3982900545776995
55,420.0,2002-09-18,665.6,78372257,52164574259.200005,-2.8037383177569986,-0.8126962684200276,-0.0241848534042852,0.3953898597719609,-1.3717997098536103,0.3676304587651177
56,421.0,2002-09-19,667.6,65114035,43470129766.0,0.3004807692307709,-0.6486003728780019,-0.198262201957329,0.3941421781455836,-1.263269223861888,0.3780324967866544
57,422.0,2002-09-23,647.2,74882634,48464040724.8,-3.055721989215099,-0.752429075528731,-0.0844927937651804,0.3953847663382611,-1.628676727457376,0.3443532874125656
58,423.0,2002-09-24,629.4,96050473,60454167706.2,-2.7503090234857974,-0.5496649231393538,0.1342941223873075,0.4480786499059942,-1.8444209039396984,0.3043971474369593
59,424.0,2002-09-25,608.4,79372518,48290239951.2,-3.336510962821737,-0.427085335331486,-0.0854217102348656,0.435936619304206,-2.2013605348102514,0.2769475413866283
60,425.0,2002-09-26,607.1,74755565,45384103511.5,-0.2136752136752018,-0.2246981305626441,-0.1410209266511621,0.4542851178482742,-2.069454528593556,0.2808756201474
61,426.0,2002-09-27,599.7,81172221,48678980933.700005,-1.218909570087301,-0.3323624230165648,-0.0666982365885118,0.4501174175493654,-2.1145432530754085,0.2785244287556677
62,427.0,2002-09-30,575.0,68176745,39201628375.0,-4.118726029681518,-0.3981911160178571,-0.2734181322446867,0.416048843967182,-2.593288897633761,0.253707639720042
63,428.0,2002-10-01,581.3,74453129,43279603887.7,1.095652173913031,-0.0548988270906756,-0.1674681986654355,0.4722041217804861,-2.203818897559534,0.2610241388614838
64,429.0,2002-10-02,583.5,69793273,40724374795.5,0.3784620677791173,-0.1340434184366747,-0.2200020233448928,0.455744319777304,-2.0556937077873494,0.281532873596271
