날짜,시가,고가,저가,종가,거래량,거래대금,상장시가총액
1980-01-04,0.0,0.0,0.0,100.0,3200,13800000,0
1980-01-05,0.0,0.0,0.0,98.27,4600,19200000,0
1980-01-07,0.0,0.0,0.0,98.87,16100,70100000,0
1980-01-08,0.0,0.0,0.0,100.1,29400,133900000,0
1980-01-09,0.0,0.0,0.0,99.65,30900,149400000,0
1980-01-10,0.0,0.0,0.0,101.97,20700,98400000,0
1980-01-11,0.0,0.0,0.0,100.47,22700,101200000,0
1980-01-12,0.0,0.0,0.0,93.53,15500,66100000,0
1980-01-14,0.0,0.0,0.0,94.86,21800,90500000,0
1980-01-15,0.0,0.0,0.0,92.96,15700,62800000,0
1980-01-16,0.0,0.0,0.0,92.41,13200,54400000,0
1980-01-17,0.0,0.0,0.0,92.76,19300,78100000,0
1980-01-18,0.0,0.0,0.0,92.51,16800,67300000,0
1980-01-19,0.0,0.0,0.0,92.51,9900,40400000,0
1980-01-21,0.0,0.0,0.0,92.41,16600,68900000,0
1980-01-22,0.0,0.0,0.0,91.64,11400,47400000,0
1980-01-23,0.0,0.0,0.0,91.59,13600,55000000,0
1980-01-24,0.0,0.0,0.0,91.17,12800,52200000,0
1980-01-25,0.0,0.0,0.0,92.0,17400,70900000,0
1980-01-26,0.0,0.0,0.0,96.18,13100,57000000,0
1980-01-28,0.0,0.0,0.0,97.46,49600,210300000,0
1980-01-29,0.0,0.0,0.0,103.41,15800,65200000,0
1980-01-30,0.0,0.0,0.0,111.93,44400,191600000,0
1980-01-31,0.0,0.0,0.0,118.07,46000,201300000,0
1980-02-01,0.0,0.0,0.0,112.71,32000,138500000,0
1980-02-02,0.0,0.0,0.0,111.0,14500,61900000,0
1980-02-04,0.0,0.0,0.0,107.06,28600,125400000,0
1980-02-05,0.0,0.0,0.0,104.38,24100,102800000,0
1980-02-06,0.0,0.0,0.0,103.84,19100,79000000,0
1980-02-07,0.0,0.0,0.0,103.74,18400,77300000,0
1980-02-08,0.0,0.0,0.0,104.63,8500,36100000,0
1980-02-09,0.0,0.0,0.0,105.31,6500,27100000,0
1980-02-11,0.0,0.0,0.0,103.8,16000,65900000,0
1980-02-12,0.0,0.0,0.0,104.1,11300,47900000,0
1980-02-13,0.0,0.0,0.0,103.8,9700,40700000,0
1980-02-14,0.0,0.0,0.0,104.36,9900,42000000,0
1980-02-15,0.0,0.0,0.0,103.83,25300,110700000,0
1980-02-16,0.0,0.0,0.0,104.85,25900,117400000,0
1980-02-18,0.0,0.0,0.0,105.85,16000,70600000,0
1980-02-19,0.0,0.0,0.0,106.29,15400,67900000,0
1980-02-20,0.0,0.0,0.0,105.56,16900,73800000,0
1980-02-21,0.0,0.0,0.0,106.72,11400,48900000,0
1980-02-22,0.0,0.0,0.0,106.38,11100,47300000,0
1980-02-23,0.0,0.0,0.0,106.29,5500,24200000,0
1980-02-25,0.0,0.0,0.0,105.81,9200,40200000,0
1980-02-26,0.0,0.0,0.0,105.14,15700,67600000,0
1980-02-27,0.0,0.0,0.0,101.22,8200,35000000,0
1980-02-28,0.0,0.0,0.0,100.65,12700,53400000,0
1980-02-29,0.0,0.0,0.0,100.47,8300,33500000,0
1980-03-03,0.0,0.0,0.0,100.66,12500,51200000,0
1980-03-04,0.0,0.0,0.0,100.9,11400,45100000,0
1980-03-05,0.0,0.0,0.0,100.86,13700,51700000,0
1980-03-06,0.0,0.0,0.0,100.58,9700,38200000,0
1980-03-07,0.0,0.0,0.0,100.89,11100,46100000,0
1980-03-08,0.0,0.0,0.0,101.32,6200,24200000,0
1980-03-11,0.0,0.0,0.0,101.18,15300,57800000,0
1980-03-12,0.0,0.0,0.0,100.32,7100,28600000,0
1980-03-13,0.0,0.0,0.0,99.57,14600,57400000,0
1980-03-14,0.0,0.0,0.0,99.68,8900,36000000,0
1980-03-15,0.0,0.0,0.0,100.17,12100,43900000,0
1980-03-17,0.0,0.0,0.0,100.27,14800,55300000,0
1980-03-18,0.0,0.0,0.0,100.54,10100,41500000,0
1980-03-19,0.0,0.0,0.0,102.38,14100,57100000,0
1980-03-20,0.0,0.0,0.0,103.65,24000,96300000,0
1980-03-21,0.0,0.0,0.0,102.54,21300,86900000,0
1980-03-22,0.0,0.0,0.0,103.95,6900,27400000,0
1980-03-24,0.0,0.0,0.0,104.87,55200,230900000,0
1980-03-25,0.0,0.0,0.0,104.99,31500,131100000,0
1980-03-26,0.0,0.0,0.0,104.36,39000,166900000,0
1980-03-27,0.0,0.0,0.0,101.9,23000,96900000,0
1980-03-28,0.0,0.0,0.0,101.4,17600,73700000,0
1980-03-29,0.0,0.0,0.0,101.2,9100,36700000,0
1980-03-31,0.0,0.0,0.0,100.72,14400,58200000,0
1980-04-01,0.0,0.0,0.0,100.73,15400,60500000,0
1980-04-02,0.0,0.0,0.0,100.43,24900,102400000,0
1980-04-03,0.0,0.0,0.0,102.08,24500,100600000,0
1980-04-04,0.0,0.0,0.0,104.55,26000,108300000,0
1980-04-07,0.0,0.0,0.0,107.22,37900,158600000,0
1980-04-08,0.0,0.0,0.0,106.97,58100,241500000,0
1980-04-09,0.0,0.0,0.0,105.09,42100,179100000,0
1980-04-10,0.0,0.0,0.0,107.77,72900,325500000,0
1980-04-11,0.0,0.0,0.0,114.44,101100,459500000,0
1980-04-12,0.0,0.0,0.0,112.11,90100,425900000,0
1980-04-14,0.0,0.0,0.0,110.47,113600,573700000,0
1980-04-15,0.0,0.0,0.0,111.6,65000,317900000,0
1980-04-16,0.0,0.0,0.0,107.55,64100,308200000,0
1980-04-17,0.0,0.0,0.0,106.21,44900,209000000,0
1980-04-18,0.0,0.0,0.0,107.14,72800,346500000,0
1980-04-19,0.0,0.0,0.0,109.9,95100,479800000,0
