날짜,시가,고가,저가,종가,거래량,거래대금,상장시가총액
1999-01-04,1072.0,1072.0,1072.0,1072.0,1185,3139530,276325370000
1999-01-05,1071.7,1071.7,1071.7,1071.7,4611,12881120,276178954000
1999-01-06,1071.6,1071.6,1071.6,1071.6,1312,5054180,277676134000
1999-01-07,1070.8,1070.8,1070.8,1070.8,1840,6174980,279069574000
1999-01-08,1068.7,1068.7,1068.7,1068.7,1279,3405920,277972834000
1999-01-11,1065.2,1065.2,1065.2,1065.2,1521,3905310,277392474000
1999-01-12,1060.7,1060.7,1060.7,1060.7,3715,7043000,275634174000
1999-01-13,1058.9,1058.9,1058.9,1058.9,18802,29871880,282121354000
1999-01-14,1078.9,1078.9,1078.9,1078.9,4265,19225800,281414814000
1999-01-15,1079.0,1079.0,1079.0,1079.0,14049,26134400,282428214000
1999-01-18,1082.8,1082.8,1082.8,1082.8,17909,40887840,282410294000
1999-01-19,1110.5,1110.5,1110.5,1110.5,5053,37292460,285034994000
1999-01-20,1110.5,1110.5,1110.5,1110.5,10922,26089350,285678094000
1999-01-21,1113.2,1113.2,1113.2,1113.2,7770,45410530,284138494000
1999-01-22,1120.3,1120.3,1120.3,1120.3,3972,16866930,285225100000
1999-01-25,1120.9,1120.9,1120.9,1120.9,3088,29469810,285659400000
1999-01-26,1127.5,1127.5,1127.5,1127.5,4262,26360130,288067660000
1999-01-27,1121.3,1121.3,1121.3,1121.3,2234,29044710,292205660000
1999-01-28,1114.8,1114.8,1114.8,1114.8,3967,31225640,291925320000
1999-01-29,1127.1,1127.1,1127.1,1127.1,2814,21896060,294236426000
1999-02-01,1132.2,1132.2,1132.2,1132.2,4017,17432390,302725847750
1999-02-02,1135.9,1135.9,1135.9,1135.9,4920,37783300,304320907500
1999-02-03,1143.6,1143.6,1143.6,1143.6,18221,90952800,303563867500
1999-02-04,1144.0,1144.0,1144.0,1144.0,16850,81747350,302134427500
1999-02-05,1154.1,1154.1,1154.1,1154.1,46577,119318120,306826427500
1999-02-08,1158.9,1158.9,1158.9,1158.9,7917,32414490,306835487500
1999-02-09,1173.9,1173.9,1173.9,1173.9,8109,54703790,306144347500
1999-02-10,1170.7,1170.7,1170.7,1170.7,79971,160913150,305654327500
1999-02-11,1177.5,1177.5,1177.5,1177.5,29092,83069600,314108927500
1999-02-12,1175.0,1175.0,1175.0,1175.0,26203,63862710,315470387500
1999-02-18,1186.1,1186.1,1186.1,1186.1,13567,48258800,319062037500
1999-02-19,1176.3,1176.3,1176.3,1176.3,31253,63894480,316980637500
1999-02-22,1149.8,1149.8,1149.8,1149.8,21395,47452310,316350977500
1999-02-23,1139.6,1139.6,1139.6,1139.6,20504,46180040,314060787500
1999-02-24,1127.1,1127.1,1127.1,1127.1,9017,22752930,313177127500
1999-02-25,1135.6,1135.6,1135.6,1135.6,16818,62297440,311829379500
1999-02-26,1120.3,1120.3,1120.3,1120.3,102772,302001510,312634829500
1999-03-02,1082.2,1082.2,1082.2,1082.2,65978,199239150,307427869500
1999-03-03,1101.1,1101.1,1101.1,1101.1,25801,86183030,305882199500
1999-03-04,1081.9,1081.9,1081.9,1081.9,24924,61779500,304250879500
1999-03-05,1097.4,1097.4,1097.4,1097.4,42426,126303180,309647869500
1999-03-08,1064.8,1064.8,1064.8,1064.8,38596,82246200,310071889500
1999-03-09,1062.5,1062.5,1062.5,1062.5,82101,1587809390,308776959500
1999-03-10,1074.8,1074.8,1074.8,1074.8,15352,53857150,311309179500
1999-03-11,1087.4,1087.4,1087.4,1087.4,33604,72767590,315387419500
1999-03-12,1102.4,1102.4,1102.4,1102.4,56544,1193104250,318709089500
1999-03-15,1100.9,1100.9,1100.9,1100.9,32292,86769800,322604299500
1999-03-16,1144.3,1144.3,1144.3,1144.3,27873,158828520,329031009500
1999-03-17,1147.6,1147.6,1147.6,1147.6,12603,32717680,340007939500
1999-03-18,1154.7,1154.7,1154.7,1154.7,12010,123543490,339888699500
1999-03-19,1152.4,1152.4,1152.4,1152.4,15740,48136730,334932059500
1999-03-22,1142.6,1142.6,1142.6,1142.6,13229,116019750,331980319500
1999-03-23,1131.0,1131.0,1131.0,1131.0,23410,472350420,330965019500
1999-03-24,1137.6,1137.6,1137.6,1137.6,45908,1466881720,332527509500
1999-03-25,1130.6,1130.6,1130.6,1130.6,16832,264792830,331787869500
1999-03-26,1130.4,1130.4,1130.4,1130.4,78543,226066360,330122429500
1999-03-29,1125.3,1125.3,1125.3,1125.3,13132,80557340,329440049500
1999-03-30,1105.5,1105.5,1105.5,1105.5,15325,48147270,312502869500
1999-03-31,1113.6,1113.6,1113.6,1113.6,15204,45398230,310404825500
1999-04-01,1120.8,1120.8,1120.8,1120.8,20326,55422050,312535275500
1999-04-02,1127.1,1127.1,1127.1,1127.1,44834,104008210,311705695500
1999-04-06,1144.5,1144.5,1144.5,1144.5,36745,102471390,314160985500
1999-04-07,1194.6,1194.6,1194.6,1194.6,46135,945963040,320812597500
