날짜,시가,고가,저가,종가,거래량,거래대금,상장시가총액
2010-01-04,0.0,0.0,0.0,223.49,0,0,0
2010-01-05,0.0,0.0,0.0,221.97,0,0,0
2010-01-06,0.0,0.0,0.0,223.1,0,0,0
2010-01-07,0.0,0.0,0.0,220.63,0,0,0
2010-01-08,0.0,0.0,0.0,221.8,0,0,0
2010-01-11,0.0,0.0,0.0,222.66,0,0,0
2010-01-12,0.0,0.0,0.0,222.95,0,0,0
2010-01-13,0.0,0.0,0.0,218.97,0,0,0
2010-01-14,0.0,0.0,0.0,219.7,0,0,0
2010-01-15,0.0,0.0,0.0,221.29,0,0,0
2010-01-18,0.0,0.0,0.0,222.63,0,0,0
2010-01-19,0.0,0.0,0.0,223.46,0,0,0
2010-01-20,0.0,0.0,0.0,223.68,0,0,0
2010-01-21,0.0,0.0,0.0,224.39,0,0,0
2010-01-22,0.0,0.0,0.0,219.2,0,0,0
2010-01-25,0.0,0.0,0.0,216.6,0,0,0
2010-01-26,0.0,0.0,0.0,212.78,0,0,0
2010-01-27,0.0,0.0,0.0,211.38,0,0,0
2010-01-28,0.0,0.0,0.0,214.12,0,0,0
2010-01-29,0.0,0.0,0.0,209.06,0,0,0
2010-02-01,0.0,0.0,0.0,209.97,0,0,0
2010-02-02,0.0,0.0,0.0,208.45,0,0,0
2010-02-03,0.0,0.0,0.0,211.28,0,0,0
2010-02-04,0.0,0.0,0.0,211.17,0,0,0
2010-02-05,0.0,0.0,0.0,204.62,0,0,0
2010-02-08,0.0,0.0,0.0,202.7,0,0,0
2010-02-09,0.0,0.0,0.0,205.14,0,0,0
2010-02-10,0.0,0.0,0.0,205.4,0,0,0
2010-02-11,0.0,0.0,0.0,209.52,0,0,0
2010-02-12,0.0,0.0,0.0,209.06,0,0,0
2010-02-16,0.0,0.0,0.0,209.92,0,0,0
2010-02-17,0.0,0.0,0.0,213.08,0,0,0
2010-02-18,0.0,0.0,0.0,212.23,0,0,0
2010-02-19,0.0,0.0,0.0,208.44,0,0,0
2010-02-22,0.0,0.0,0.0,213.23,0,0,0
2010-02-23,0.0,0.0,0.0,213.78,0,0,0
2010-02-24,0.0,0.0,0.0,211.58,0,0,0
2010-02-25,0.0,0.0,0.0,208.44,0,0,0
2010-02-26,0.0,0.0,0.0,208.95,0,0,0
2010-03-02,0.0,0.0,0.0,211.18,0,0,0
2010-03-03,0.0,0.0,0.0,212.23,0,0,0
2010-03-04,0.0,0.0,0.0,212.25,0,0,0
2010-03-05,0.0,0.0,0.0,214.04,0,0,0
2010-03-08,0.0,0.0,0.0,217.85,0,0,0
2010-03-09,0.0,0.0,0.0,217.96,0,0,0
2010-03-10,0.0,0.0,0.0,218.08,0,0,0
2010-03-11,0.0,0.0,0.0,217.14,0,0,0
2010-03-12,0.0,0.0,0.0,217.85,0,0,0
2010-03-15,0.0,0.0,0.0,216.18,0,0,0
2010-03-16,0.0,0.0,0.0,216.06,0,0,0
2010-03-17,0.0,0.0,0.0,220.25,0,0,0
2010-03-18,0.0,0.0,0.0,218.78,0,0,0
2010-03-19,0.0,0.0,0.0,220.15,0,0,0
2010-03-22,0.0,0.0,0.0,217.95,0,0,0
2010-03-23,0.0,0.0,0.0,219.4,0,0,0
2010-03-24,0.0,0.0,0.0,218.82,0,0,0
2010-03-25,0.0,0.0,0.0,220.01,0,0,0
2010-03-26,0.0,0.0,0.0,221.38,0,0,0
2010-03-29,0.0,0.0,0.0,220.71,0,0,0
2010-03-30,0.0,0.0,0.0,221.99,0,0,0
2010-03-31,0.0,0.0,0.0,220.68,0,0,0
2010-04-01,0.0,0.0,0.0,223.83,0,0,0
2010-04-02,0.0,0.0,0.0,224.63,0,0,0
2010-04-05,0.0,0.0,0.0,224.84,0,0,0
2010-04-06,0.0,0.0,0.0,224.93,0,0,0
2010-04-07,0.0,0.0,0.0,225.26,0,0,0
2010-04-08,0.0,0.0,0.0,226.19,0,0,0
2010-04-09,0.0,0.0,0.0,224.82,0,0,0
2010-04-12,0.0,0.0,0.0,223.62,0,0,0
2010-04-13,0.0,0.0,0.0,223.86,0,0,0
2010-04-14,0.0,0.0,0.0,226.98,0,0,0
2010-04-15,0.0,0.0,0.0,227.73,0,0,0
2010-04-16,0.0,0.0,0.0,226.34,0,0,0
2010-04-19,0.0,0.0,0.0,222.66,0,0,0
2010-04-20,0.0,0.0,0.0,224.38,0,0,0
2010-04-21,0.0,0.0,0.0,227.8,0,0,0
2010-04-22,0.0,0.0,0.0,226.82,0,0,0
2010-04-23,0.0,0.0,0.0,226.97,0,0,0
2010-04-26,0.0,0.0,0.0,229.49,0,0,0
2010-04-27,0.0,0.0,0.0,229.0,0,0,0
2010-04-28,0.0,0.0,0.0,226.79,0,0,0
2010-04-29,0.0,0.0,0.0,225.74,0,0,0
2010-04-30,0.0,0.0,0.0,226.6,0,0,0
2010-05-03,0.0,0.0,0.0,224.3,0,0,0
2010-05-04,0.0,0.0,0.0,223.6,0,0,0
2010-05-06,0.0,0.0,0.0,219.25,0,0,0
2010-05-07,0.0,0.0,0.0,214.22,0,0,0
2010-05-10,0.0,0.0,0.0,218.54,0,0,0
2010-05-11,0.0,0.0,0.0,217.45,0,0,0
2010-05-12,0.0,0.0,0.0,216.54,0,0,0
2010-05-13,0.0,0.0,0.0,220.02,0,0,0
2010-05-14,0.0,0.0,0.0,220.52,0,0,0
2010-05-17,0.0,0.0,0.0,215.1,0,0,0
2010-05-18,0.0,0.0,0.0,213.53,0,0,0
2010-05-19,0.0,0.0,0.0,212.2,0,0,0
2010-05-20,0.0,0.0,0.0,208.77,0,0,0
2010-05-24,0.0,0.0,0.0,210.45,0,0,0
2010-05-25,0.0,0.0,0.0,204.86,0,0,0
2010-05-26,0.0,0.0,0.0,206.5,0,0,0
2010-05-27,0.0,0.0,0.0,209.13,0,0,0
2010-05-28,0.0,0.0,0.0,211.52,0,0,0
2010-05-31,0.0,0.0,0.0,214.34,0,0,0
2010-06-01,0.0,0.0,0.0,213.19,0,0,0
2010-06-03,0.0,0.0,0.0,218.18,0,0,0
2010-06-04,0.0,0.0,0.0,217.82,0,0,0
2010-06-07,0.0,0.0,0.0,213.75,0,0,0
2010-06-08,0.0,0.0,0.0,215.92,0,0,0
2010-06-09,0.0,0.0,0.0,215.78,0,0,0
2010-06-10,0.0,0.0,0.0,216.18,0,0,0
2010-06-11,0.0,0.0,0.0,219.05,0,0,0
2010-06-14,0.0,0.0,0.0,221.14,0,0,0
2010-06-15,0.0,0.0,0.0,221.53,0,0,0
2010-06-16,0.0,0.0,0.0,222.77,0,0,0
2010-06-17,0.0,0.0,0.0,223.02,0,0,0
2010-06-18,0.0,0.0,0.0,223.13,0,0,0
2010-06-21,0.0,0.0,0.0,227.39,0,0,0
2010-06-22,0.0,0.0,0.0,226.67,0,0,0
