,date,close,FG_score
365,2004-04-08,8779,0.5679863158159858
366,2004-04-09,8657,0.5433786851622546
367,2004-04-12,8822,0.5737940525777955
368,2004-04-13,8779,0.5562633844382942
369,2004-04-14,8757,0.5550441137891023
370,2004-04-16,8599,0.525485429523831
371,2004-04-19,8621,0.5262167340787283
372,2004-04-20,8779,0.5533195285629385
373,2004-04-21,8858,0.5670132970375005
374,2004-04-22,8807,0.5544030399359469
375,2004-04-23,8901,0.5671095938593427
376,2004-04-26,8757,0.5342875401059441
377,2004-04-27,8721,0.5277836015067987
378,2004-04-28,8542,0.49909086375808176
379,2004-04-29,8309,0.4581372045045728
380,2004-04-30,8170,0.4316920632066693
381,2004-05-03,8206,0.4496027297313161
382,2004-05-04,8287,0.463791750476085
383,2004-05-06,7973,0.4108724759618917
384,2004-05-07,7987,0.40088325550886617
385,2004-05-10,7476,0.29747583361405844
386,2004-05-11,7476,0.2696790884432378
387,2004-05-12,7710,0.36307179429677117
388,2004-05-13,7505,0.3216920658259265
389,2004-05-14,7221,0.23396386351338677
390,2004-05-17,6885,0.20140115575854303
391,2004-05-18,7038,0.24424209864636193
392,2004-05-19,7403,0.37851685008415176
393,2004-05-20,7221,0.32767384663777577
394,2004-05-21,7418,0.4223418735931813
395,2004-05-24,7513,0.4510602787684059
396,2004-05-25,7301,0.37837395438800264
397,2004-05-27,7557,0.47858998280174236
398,2004-05-28,7695,0.5207857332302605
399,2004-05-31,7812,0.5593228556796342
400,2004-06-01,7666,0.4887629357570874
401,2004-06-02,7535,0.4468657504357286
402,2004-06-03,7221,0.3438867207024901
403,2004-06-04,7301,0.3860016415330929
404,2004-06-07,7608,0.5008452140537311
405,2004-06-08,7600,0.49941432153889864
406,2004-06-09,7469,0.4483307354695477
407,2004-06-10,7286,0.3878862308900953
408,2004-06-11,6929,0.27959107757722107
409,2004-06-14,6863,0.277563221712427
410,2004-06-15,7009,0.3476368870353884
411,2004-06-16,7002,0.3586036923805442
412,2004-06-17,7097,0.40111620376627627
413,2004-06-18,6914,0.3511692727753518
414,2004-06-21,7024,0.39635222718882834
415,2004-06-22,7060,0.4181731761212067
416,2004-06-23,6958,0.38668193748733964
417,2004-06-24,7184,0.467397107581712
418,2004-06-25,7323,0.5129215992781134
419,2004-06-28,7250,0.48202032625970026
420,2004-06-29,7330,0.5051862268424506
421,2004-06-30,7425,0.535051969664697
422,2004-07-01,7330,0.4915241414219691
423,2004-07-02,7104,0.4218963333216541
424,2004-07-05,7126,0.4332811458283149
425,2004-07-06,7177,0.4523967678248266
426,2004-07-07,7155,0.4484123131589664
427,2004-07-08,6980,0.4008679207951871
428,2004-07-09,6994,0.4121984674559089
429,2004-07-12,6987,0.4149987043646176
430,2004-07-13,7053,0.43995101839838635
431,2004-07-14,6907,0.4035145057360176
432,2004-07-15,6892,0.4042018521446389
433,2004-07-16,6951,0.4282357794898208
434,2004-07-19,7045,0.4575984953315653
435,2004-07-20,6921,0.4270837081308313
436,2004-07-21,7053,0.46524645693932093
437,2004-07-22,6958,0.44361663882359903
438,2004-07-23,6892,0.42828727972085956
439,2004-07-26,6921,0.4428982840875298
440,2004-07-27,6965,0.45440837127757494
441,2004-07-28,7002,0.46516175342912147
442,2004-07-29,6856,0.4305896822167238
443,2004-07-30,6921,0.4502989519522708
444,2004-08-02,6775,0.4236692773641046
445,2004-08-03,6805,0.4360049831037091
446,2004-08-04,6790,0.4356538346994367
447,2004-08-05,6980,0.47860323803227456
448,2004-08-06,6863,0.45203090492264897
449,2004-08-09,6958,0.4756512976509218
450,2004-08-10,7038,0.4983032984259892
451,2004-08-11,7024,0.4902991357159297
452,2004-08-12,7155,0.530548833703278
453,2004-08-13,7301,0.5582261085703963
454,2004-08-16,7228,0.5243819951920429
455,2004-08-17,7177,0.5109024208277754
456,2004-08-18,7228,0.5202832751541238
457,2004-08-19,7359,0.5478849661568018
458,2004-08-20,7345,0.5307561482952081
459,2004-08-23,7338,0.5331714838573199
460,2004-08-24,7367,0.5389078729722414
461,2004-08-25,7469,0.5576891113178526
462,2004-08-26,7491,0.5558455731152474
463,2004-08-27,7513,0.5487346749947908
464,2004-08-30,7484,0.5373487121153651
465,2004-08-31,7476,0.5361736263990432
466,2004-09-01,7608,0.559323451849628
467,2004-09-02,7666,0.5702004882665915
468,2004-09-03,7615,0.546742068840691
469,2004-09-06,7659,0.5480974378454231
470,2004-09-07,7630,0.5386229952651586
471,2004-09-08,7608,0.5423764406803646
472,2004-09-09,7608,0.5328022052037514
473,2004-09-10,7790,0.5629450507858792
474,2004-09-13,7951,0.5983950255308808
475,2004-09-14,7980,0.607245361884479
476,2004-09-15,7958,0.5804735454621082
477,2004-09-16,8053,0.6065634393077051
478,2004-09-17,7958,0.5690082099555722
479,2004-09-20,8024,0.5771360051706816
480,2004-09-21,8060,0.5694128176459444
481,2004-09-22,7834,0.5350383261287139
482,2004-09-23,7797,0.5284439972084409
483,2004-09-24,7783,0.5252941229522158
484,2004-09-30,8002,0.5608347535246958
485,2004-10-01,7951,0.5514395827616657
486,2004-10-04,8272,0.6298106554041858
487,2004-10-05,8301,0.6257803600832411
488,2004-10-06,8352,0.6334468369053461
489,2004-10-07,8294,0.5999627472221595
490,2004-10-08,8301,0.5956114551097623
491,2004-10-11,8272,0.5729447553325344
492,2004-10-12,8009,0.5234084631809408
493,2004-10-13,8009,0.525781568002671
494,2004-10-14,7929,0.5070914095470059
495,2004-10-15,7849,0.48323836716202934
496,2004-10-18,7922,0.5111096826441036
497,2004-10-19,8009,0.530244421494251
498,2004-10-20,7746,0.4757780763173117
499,2004-10-21,7659,0.4491070517346753
500,2004-10-22,7732,0.4804372035340718
501,2004-10-25,7549,0.4322458441641896
502,2004-10-26,7578,0.45703281523560463
503,2004-10-27,7564,0.4537606862902153
504,2004-10-28,7834,0.5191219592141889
505,2004-10-29,7944,0.5451132235666184
506,2004-11-01,7871,0.5247622995596031
507,2004-11-02,8002,0.5542158171622572
508,2004-11-03,8112,0.5780206731426688
509,2004-11-04,8039,0.5493936112496166
510,2004-11-05,8134,0.5701461887586387
511,2004-11-08,7966,0.524943957724706
512,2004-11-09,7951,0.520145281231178
513,2004-11-10,8090,0.5547568868008858
514,2004-11-11,8112,0.5535412193956444
515,2004-11-12,8265,0.5871141982602891
516,2004-11-15,8324,0.5941367729284404
517,2004-11-16,8243,0.5625767095373435
518,2004-11-17,8353,0.582722842504944
519,2004-11-18,8295,0.5606503227303334
520,2004-11-19,8156,0.5308463069093379
521,2004-11-22,8002,0.4942639992812174
522,2004-11-23,8097,0.5187081283509755
523,2004-11-24,8207,0.544287004441266
524,2004-11-25,8192,0.5359999493250619
525,2004-11-26,8061,0.5056718513516693
526,2004-11-29,8112,0.5181755766176673
527,2004-11-30,8295,0.5589023093805405
528,2004-12-01,8236,0.5409719675814704
529,2004-12-02,8317,0.5555850457226845
530,2004-12-03,8324,0.5511031243674781
531,2004-12-06,8185,0.5205349501494697
532,2004-12-07,8097,0.5026340611806304
533,2004-12-08,8156,0.5150002670905491
534,2004-12-09,8083,0.5010805642636427
535,2004-12-10,7900,0.4587520915676317
536,2004-12-13,7907,0.4661977959499167
537,2004-12-14,7951,0.47142826890987904
538,2004-12-15,8112,0.5160297657733623
539,2004-12-16,8178,0.5340918938953226
540,2004-12-17,8185,0.5326570503054013
541,2004-12-20,8214,0.5370025502760686
542,2004-12-21,8236,0.5305344500935352
543,2004-12-22,8229,0.5262942830446867
544,2004-12-23,8170,0.514888978714499
545,2004-12-24,8207,0.5218738292550553
546,2004-12-27,8192,0.5163689722906377
547,2004-12-28,8214,0.5181979159517918
548,2004-12-29,8412,0.5536032720548322
549,2004-12-30,8587,0.595118254113084
550,2005-01-03,8565,0.5779042073398741
551,2005-01-04,8521,0.5530156196123811
552,2005-01-05,8521,0.5565419478927016
553,2005-01-06,8441,0.5355072064487933
554,2005-01-07,8360,0.5216261934485534
555,2005-01-10,8390,0.5223740081856637
556,2005-01-11,8507,0.5362153442398216
557,2005-01-12,8463,0.52896191015316
558,2005-01-13,8492,0.5319738830519968
559,2005-01-14,8704,0.569476959480827
560,2005-01-17,8857,0.5943263332850902
561,2005-01-18,8835,0.5795683984137578
562,2005-01-19,8806,0.5786863065349229
563,2005-01-20,8784,0.562909767265185
564,2005-01-21,8843,0.563737854709943
565,2005-01-24,8850,0.5634723380061867
566,2005-01-25,8792,0.5471981511023102
567,2005-01-26,8916,0.5640569738285678
568,2005-01-27,8901,0.5504278627348903
569,2005-01-28,8850,0.5449895676604934
570,2005-01-31,8967,0.5571598034803129
571,2005-02-01,8887,0.5422493976798829
572,2005-02-02,8857,0.5324686930513907
573,2005-02-03,8901,0.5412892207571767
574,2005-02-04,8952,0.540783946716232
575,2005-02-07,9077,0.5487987352676371
576,2005-02-11,9055,0.5518515046557307
577,2005-02-14,9223,0.5763204652790652
578,2005-02-15,9245,0.572973754039731
579,2005-02-16,9288,0.5733216301296727
580,2005-02-17,9281,0.5575998578669591
581,2005-02-18,9405,0.5749312630960725
582,2005-02-21,9420,0.5787150735962515
583,2005-02-22,9296,0.5596559334020966
584,2005-02-23,9245,0.5476664055432585
585,2005-02-24,9435,0.579126709854512
586,2005-02-25,9508,0.5920169866020571
587,2005-02-28,9603,0.5950821094409207
588,2005-03-02,9581,0.5892079969093842
589,2005-03-03,9610,0.5771764069705185
590,2005-03-04,9625,0.5693580531910508
591,2005-03-07,9573,0.5738181300077223
592,2005-03-08,9522,0.5519262558084068
593,2005-03-09,9595,0.5588636429959775
594,2005-03-10,9566,0.5525222897983801
595,2005-03-11,9683,0.5612258863531818
596,2005-03-14,9676,0.5694582320929079
597,2005-03-15,9427,0.5325598590617658
598,2005-03-16,9464,0.5359071715417392
599,2005-03-17,9391,0.5252828292547429
600,2005-03-18,9383,0.5206769066542355
601,2005-03-21,9369,0.5222438839073092
602,2005-03-22,9442,0.5333491593161047
603,2005-03-23,9310,0.513365908888193
604,2005-03-24,9208,0.5005428106041252
605,2005-03-25,9303,0.5139390628460141
606,2005-03-28,9398,0.5241122295181347
607,2005-03-29,9201,0.4996433296896357
