,open,high,low,close,volume
20120716,20351,20351,20141,20263,3705743
20120713,20001,20309,19833,20204,11171214
20120712,20360,20406,19951,19951,6436517
20120711,20351,20376,20242,20343,2864760
20120710,20478,20583,20334,20385,2103466
20120709,20499,20566,20423,20469,1440800
20120706,20950,20987,20646,20709,2099163
20120705,20933,20983,20844,20928,3132226
20120704,21004,21042,20924,20962,5162239
20120703,20747,20928,20747,20861,2383714
20120702,20874,20899,20697,20697,2994196
20120629,20233,20726,20119,20726,4473480
20120628,20389,20419,20166,20309,7082734
20120627,20292,20343,20035,20288,6602834
20120626,20288,20393,20229,20271,8801075
20120625,20659,20663,20250,20372,12036169
20120622,20983,21059,20634,20659,5413426
20120621,21358,21392,21160,21244,3833753
20120620,21489,21510,21354,21417,2440159
20120619,21249,21325,21177,21303,4543780
20120618,21244,21434,21223,21295,3620298
20120615,21084,21093,20798,20916,3585144
20120614,21009,21038,20912,21038,2722341
20120613,21042,21046,20848,20971,2750261
20120612,20629,20941,20629,20895,2770413
20120611,20992,21080,20992,21051,2799445
20120608,20832,20891,20659,20692,6877947
20120607,20722,20878,20680,20802,2849364
20120605,20183,20339,20178,20280,3544673
20120604,20183,20183,19938,20077,2956225
20120601,20629,20650,20389,20591,2938784
20120531,20393,20650,20309,20650,4195643
20120530,20819,20827,20511,20692,4908591
20120529,20482,20827,20398,20819,1469402
20120525,20478,20591,20360,20499,1530647
20120524,20309,20398,20200,20398,3496522
20120523,20478,20478,20162,20326,5437728
20120522,20545,20570,20372,20566,4120558
20120521,20145,20271,20103,20212,8516917
20120518,20389,20393,19938,20006,8044518
20120517,20697,20832,20583,20688,8806520
20120516,21244,21244,20697,20697,6627801
20120515,21337,21447,21223,21396,3683388
20120514,21506,21565,21388,21493,7979136
20120511,21860,21860,21485,21485,6931983
20120510,21868,21914,21767,21864,4624932
20120509,21978,22058,21898,21940,1524172
20120508,22096,22134,22049,22117,6951811
20120507,22112,22117,21940,21969,4016395
20120504,22433,22445,22340,22374,1677050
20120503,22521,22534,22479,22517,4109251
20120502,22500,22563,22454,22559,2260074
20120430,22416,22458,22327,22386,5421846
20120427,22315,22357,22193,22281,3030395
20120426,22215,22252,22048,22136,3031443
20120425,22202,22252,22061,22061,4858224
20120424,21986,22152,21944,22057,4576888
20120423,22161,22240,22069,22169,7522285
20120420,22394,22394,22152,22186,5819074
20120419,22419,22573,22419,22490,3635725
20120418,22611,22648,22506,22523,2404484
20120417,22411,22431,22261,22319,3465309
20120416,22369,22440,22273,22386,4779774
20120413,22544,22644,22456,22561,5287302
20120412,22477,22477,22169,22365,4863139
20120410,22511,22656,22452,22469,5754039
20120409,22665,22665,22456,22506,3385400
20120406,22835,22860,22735,22802,3999418
20120405,22598,22840,22486,22831,4379474
20120404,22944,22985,22731,22773,2459938
20120403,22831,23031,22806,23019,3887189
20120402,22573,22723,22527,22694,1905644
20120330,22531,22577,22436,22506,3644745
20120329,22685,22694,22502,22561,3128698
20120328,22790,22827,22735,22785,3207925
20120327,22835,22885,22744,22835,3455263
20120326,22719,22806,22519,22590,2528623
20120323,22569,22640,22461,22611,1569117
20120322,22569,22673,22515,22640,2539556
20120321,22690,22756,22502,22623,2174482
20120320,22927,22927,22677,22756,2469666
20120319,22710,22890,22685,22827,2511390
20120316,22931,22944,22698,22723,1876950
20120315,22810,22885,22752,22810,4506119
20120314,22802,22969,22794,22815,7421949
20120313,22390,22669,22390,22561,3577686
20120312,22344,22477,22269,22302,2286942
20120309,22423,22527,22236,22431,2323086
20120308,22127,22252,21940,22236,4622909
20120307,21978,22040,21794,21986,4326992
20120306,22365,22452,22053,22169,5997867
20120305,22573,22590,22307,22365,2760084
20120302,22623,22727,22561,22573,3013377
20120229,22386,22602,22386,22544,3801311
20120228,22227,22319,22165,22298,3698228
20120227,22402,22402,22073,22127,2966816
20120224,22344,22452,22198,22423,2463870
20120223,22319,22406,22236,22327,1759609
20120222,22490,22552,22369,22519,2171102
20120221,22502,22581,22302,22519,2104678
20120220,22685,22752,22502,22515,4310083
20120217,22411,22536,22390,22452,4016709
20120216,22294,22294,22136,22152,3992540
20120215,22215,22473,22215,22448,3779750
20120214,22177,22215,22082,22169,2643607
20120213,22090,22294,22069,22190,3018990
20120210,22302,22302,21986,22065,2767882
20120209,22215,22311,21911,22311,4758261
20120208,22007,22232,21994,22215,4296978
20120207,21961,22057,21903,21965,3239760
20120206,22144,22177,21857,21928,2020512
20120203,22007,22032,21819,21898,2587598
20120202,21986,22157,21978,22007,2802466
20120201,21678,21919,21578,21761,2057128
20120131,21628,21836,21545,21736,2136734
20120130,21778,21840,21599,21619,3094700
20120127,21944,21944,21744,21865,3688797
20120126,21953,21953,21774,21832,2307579
20120125,21736,22057,21703,21811,8240561
20120120,21395,21799,21365,21736,5555270
20120119,21136,21328,21136,21311,6025925
20120118,21012,21070,20891,20995,3861152
20120117,20778,21012,20758,21012,3827218
20120116,20653,20662,20404,20599,3530856
20120113,20595,20866,20574,20820,4889223
20120112,20454,20616,20320,20587,2102758
20120111,20578,20591,20370,20437,3689081
20120110,20275,20591,20266,20487,6854226
20120109,20295,20295,19987,20141,7256106
20120106,20687,20703,20141,20404,4320157
20120105,20758,20837,20645,20691,5027546
20120104,20974,20982,20728,20728,10860949
20120103,20404,20862,20283,20849,6326034
20120102,20204,20308,20054,20212,2052988
20111229,20054,20258,19962,20170,2240853
20111228,20195,20225,20079,20154,4186472
20111227,20337,20445,19733,20150,4862266
20111226,20520,20537,20291,20341,4883006
20111223,20383,20558,20374,20466,4962286
20111222,20208,20212,20091,20212,5977087
20111221,20108,20287,20021,20208,3864568
20111220,19500,19671,19471,19592,7883654
20111219,20021,20021,19071,19450,11617256
20111216,19929,20066,19887,20058,9131141
20111215,20112,20120,19787,19837,9579258
20111214,20333,20429,20233,20341,4782439
20111213,20603,20603,20379,20404,2739468
20111212,20816,20857,20703,20812,5804971
20111209,20716,20770,20470,20483,4875710
20111208,21045,21157,20828,21020,6804283
20111207,21028,21170,20978,21095,3448368
20111206,21103,21149,20824,20920,1937863
20111205,21236,21236,21020,21166,3608870
20111202,21091,21161,20995,21103,11170139
20111201,21070,21228,20974,21095,13443708
20111130,20304,20349,20166,20270,10112972
20111129,20037,20383,19929,20383,6644537
20111128,19650,19850,19629,19837,2721555
20111125,19404,19496,19263,19388,2764684
20111124,19354,19654,19313,19529,5889987
20111123,19921,19921,19404,19450,5209514
20111122,19571,19950,19554,19921,6452149
20111121,20016,20016,19683,19812,12050598
20111118,20195,20237,19929,20037,7786158
20111117,20320,20529,19987,20524,4305223
20111116,20708,20924,20187,20229,3261653
20111115,20653,20762,20533,20628,6459506
20111114,20583,20878,20583,20753,3848393
20111111,20145,20366,19871,20320,16753827
20111110,20366,20412,19879,19879,6158300
20111109,20987,21099,20791,20887,1435961
20111108,21057,21095,20787,20791,1419882
20111107,21103,21145,20945,20982,3827548
20111104,20783,21149,20783,21107,3912115
20111103,20862,20862,20329,20424,2464630
20111102,20437,20766,20395,20766,3365748
20111101,20745,21145,20745,20924,3660875
20111031,21161,21316,20862,20995,3434795
20111028,21415,21532,21091,21166,6810297
20111027,20820,21070,20678,21070,3839011
20111026,20479,20745,20420,20716,2046079
20111025,20762,20828,20637,20683,5345193
20111024,20270,20758,20254,20737,4258652
20111021,19946,20108,19737,20029,4111182
20111020,20250,20420,19700,19700,3666854
20111019,20212,20262,19987,20262,2433816
20111018,19971,20137,19904,20004,2726856
20111017,20212,20362,20166,20333,4543766
20111014,19887,20083,19725,20025,4856671
20111013,20016,20100,19912,19912,4404250
20111012,19650,19804,19458,19800,5863720
20111011,19804,19816,19629,19650,5149312
20111010,19292,19542,19288,19304,6910197
20111007,19229,19383,19175,19279,9986334
20111006,18680,19046,18667,18738,8462396
20111005,18738,18746,18180,18247,7220594
20111004,18430,18605,18134,18601,5852707
20110930,19221,19404,18934,19254,7888254
20110929,18609,19246,18526,19238,6966132
20110928,19063,19154,18701,18701,5944774
20110927,18480,18905,18397,18905,7905741
20110926,18505,18701,17905,17943,13036079
20110923,18721,18834,18313,18347,17985127
20110922,19612,19683,19246,19392,7988225
20110921,19971,20308,19829,20095,6774438
20110920,19642,19987,19425,19929,3256968
20110919,19779,19879,19571,19721,6557709
20110916,19571,19991,19550,19891,4882770
20110915,19321,19521,18855,19163,6534338
20110914,19483,19521,18800,18905,4994986
20110909,19737,19929,19475,19488,4036382
20110908,20004,20087,19737,19875,4156861
20110907,19479,19783,19325,19779,5445432
20110906,18742,19275,18709,19009,10003249
20110905,19746,19775,19163,19163,4610545
20110902,20229,20387,19912,20041,8202830
20110901,20270,20824,20237,20245,5636580
20110831,19912,20266,19791,20266,5289581
20110830,19921,20066,19779,19908,5469302
20110829,19463,19816,19217,19700,3677262
20110826,18905,19179,18863,19154,2958650
20110825,19254,19404,18959,18996,3737363
20110824,19288,19308,18680,18855,4953833
20110823,18521,19184,18484,19067,4383774
20110822,18717,18946,18297,18380,9291236
20110819,19321,19321,18717,18717,6461698
20110818,20341,20349,19654,19937,6618798
20110817,20112,20533,20079,20349,6910089
20110816,19854,20229,19841,20220,4886603
20110812,19858,19858,19221,19321,6329223
20110811,18821,19837,18780,19562,6273264
20110810,20429,20437,19488,19537,13810746
20110809,19896,19933,18322,19537,16638362
20110808,20887,21091,19342,20287,10865526
20110805,21012,21403,20941,21091,8871282
20110804,22569,22569,21844,21869,7478256
20110803,22569,22652,22357,22382,8971505
20110802,23485,23485,23027,23069,3374681
20110801,23485,23726,23485,23664,4213348
20110729,23493,23510,23206,23206,2011736
20110728,23389,23818,23293,23493,1267680
20110727,23468,23738,23430,23717,1551041
20110726,23501,23638,23451,23638,1273837
20110725,23517,23534,23389,23488,1305767
20110722,23638,23721,23530,23709,3364296
20110721,23542,23572,23347,23430,2298602
20110720,23455,23605,23455,23567,2356567
20110719,23152,23314,23118,23177,2329111
20110718,23476,23476,23110,23160,3607242
20110715,23247,23455,23193,23455,3003111
20110714,23301,23301,23006,23247,2877642
20110713,23285,23351,23135,23310,3465357
20110712,23443,23443,23152,23193,2329451
20110711,23833,23858,23655,23692,3930084
20110708,24066,24095,23912,23954,2513018
20110707,23850,24041,23813,23991,3766153
20110706,23767,23858,23721,23858,1992980
20110705,23638,23804,23634,23779,3174940
20110704,23567,23696,23526,23634,2839199
20110701,23310,23434,23239,23339,1891779
20110630,23098,23135,22956,23064,2480211
20110629,22956,23094,22882,22998,1570909
20110628,22873,23064,22657,22657,1113768
20110627,22786,22815,22578,22694,1808890
20110624,22620,22985,22620,22969,3250844
20110623,22670,22682,22487,22528,1230615
20110622,22670,22832,22616,22703,1945318
20110621,22362,22545,22171,22507,2510850
20110620,22337,22462,22162,22171,3647790
20110617,22636,22636,22092,22316,1914050
20110616,22794,22803,22495,22516,1379644
20110615,23019,23069,22736,23023,1179699
20110614,22591,23015,22528,22923,2328619
20110613,22503,22686,22370,22591,2464044
20110610,23019,23064,22528,22528,2559969
20110609,22985,23019,22753,22836,2976054
20110608,23235,23305,22836,22985,1255455
20110607,23202,23285,23106,23235,1014418
20110603,23522,23580,23339,23360,1248086
20110602,23276,23551,23177,23364,833889
20110601,23775,23817,23576,23709,1093033
20110531,23152,23829,23152,23738,1525388
20110530,23434,23447,23048,23143,846329
20110527,23193,23384,23056,23268,922399
20110526,22728,23206,22694,23193,1293535
20110525,22857,22994,22445,22499,2250794
20110524,22749,22873,22665,22761,3240278
20110523,23231,23231,22740,22749,2540195
20110520,23164,23318,23064,23297,1790069
20110519,23592,23638,23110,23131,1567260
20110518,23202,23592,23202,23567,1061353
20110517,23152,23264,23094,23177,1815809
20110516,23276,23322,23131,23202,2645247
20110513,23576,23580,23218,23405,2999352
20110512,23663,23775,23443,23443,1779765
20110511,23717,23892,23659,23862,1422781
20110509,23729,23850,23567,23584,2071808
20110506,23971,23971,23617,23717,1817907
20110504,24370,24378,24087,24099,1937315
20110503,24715,24715,24307,24370,1952372
20110502,24332,24723,24332,24719,2112225
20110429,24407,24519,24158,24270,1422861
20110428,24523,24623,24274,24407,3118696
20110427,24549,24725,24303,24417,2009170
20110426,24491,24520,24319,24385,1008332
20110425,24376,24536,24348,24491,1521976
20110422,24360,24409,24311,24348,1753236
20110421,24089,24557,24089,24360,3170319
20110420,23581,23966,23581,23966,1671066
20110419,23326,23548,23290,23392,964418
20110418,23646,23687,23474,23556,770967
20110415,23655,23655,23458,23642,1607741
20110414,23454,23663,23249,23663,2357857
20110413,23060,23454,22945,23454,793116
20110412,23367,23367,23044,23060,2195355
20110411,23445,23548,23331,23404,902076
20110408,23253,23597,23253,23462,1727965
20110407,23540,23614,23331,23409,1107408
20110406,23540,23646,23429,23503,1548232
20110405,23409,23585,23331,23556,1366662
20110404,23499,23507,23310,23409,1979193
20110401,23285,23470,23277,23470,1924178
20110331,23257,23277,23158,23277,2368042
20110330,22966,23281,22966,23191,2325546
20110329,22752,22925,22687,22925,1465903
20110328,22711,22756,22650,22752,994137
20110325,22658,22732,22597,22711,2034528
20110324,22285,22482,22273,22478,2359698
20110323,22207,22297,22096,22191,8057566
20110322,22182,22215,22113,22207,2090322
20110321,21953,22121,21489,22108,2218741
20110318,21752,22010,21686,21916,1805198
20110317,21407,21744,21325,21715,1791657
20110316,21481,21764,21379,21727,4434594
20110315,21653,21936,20903,21239,4783050
20110314,21555,21768,21305,21768,2578719
20110311,21678,21678,21428,21481,4584153
20110310,22031,22063,21698,21846,2675048
20110309,22113,22244,21936,22043,2290694
20110308,21752,22137,21752,22010,1184428
20110307,22162,22166,21772,21772,2158962
20110304,21891,22199,21883,22174,3644089
20110303,21399,21727,21399,21727,1472911
20110302,21325,21432,21227,21305,1908732
20110228,21653,21653,21403,21415,2143043
20110225,21567,21653,21461,21653,2439462
20110224,21649,21752,21502,21547,942762
20110223,21629,21830,21563,21727,1494037
20110222,21985,21985,21604,21694,4097429
20110221,22113,22170,21879,22051,1398983
20110218,21850,22166,21838,22166,2526663
20110217,21981,22092,21633,21813,2557964
20110216,22080,22277,21908,21908,1757159
20110215,22170,22375,22022,22092,1001503
20110214,21949,22207,21867,22166,2672391
20110211,22223,22264,21661,21731,3250957
20110210,22473,22473,22104,22285,3188999
20110209,22769,22818,22408,22473,1591761
20110208,22990,22990,22720,22728,3163823
20110207,23085,23195,22867,22900,2272820
20110201,22867,22925,22785,22826,781200
20110131,23056,23085,22777,22781,1186159
20110128,23220,23253,23035,23208,897663
20110127,23212,23281,23167,23220,813920
20110126,22941,23199,22941,23191,2567894
20110125,22945,23093,22867,22941,974890
20110124,22658,22843,22613,22806,2044590
20110121,23064,23072,22654,22658,2650234
20110120,23146,23167,23064,23089,2402507
20110119,23048,23244,22879,23212,1448465
20110118,23048,23183,22949,22982,2073773
20110117,23179,23240,23048,23048,2123129
20110114,23007,23232,22802,23232,1441208
20110113,23023,23126,22838,22998,2427869
20110112,22884,22974,22834,22949,1468027
20110111,22785,22884,22564,22884,1879717
20110110,22884,22908,22691,22769,1511597
20110107,22773,22941,22748,22925,1204038
20110106,22945,23007,22736,22843,1280090
20110105,22875,22920,22843,22912,2109855
20110104,22810,22896,22740,22896,2164126
20110103,22658,22748,22638,22748,1054147
20101230,22506,22597,22478,22597,2022404
20101229,22232,22473,22232,22473,2189083
20101228,22125,22305,22125,22219,1011831
20101227,22088,22195,22022,22084,1511558
20101224,22203,22277,22129,22129,1217063
20101223,22248,22285,22141,22203,879596
20101222,22227,22277,22186,22244,1276416
20101221,22104,22289,22104,22227,1527184
20101220,21826,22031,21764,22031,3422930
20101217,21875,22043,21830,21998,749298
20101216,21744,21920,21744,21821,932187
20101215,21817,21858,21735,21838,1602263
20101214,21735,21813,21682,21793,696284
20101213,21608,21727,21547,21727,1202399
20101210,21538,21596,21461,21596,1550582
20101209,21243,21596,21231,21596,1513447
20101208,21260,21350,21169,21169,693695
20101207,21186,21313,21173,21264,1259952
20101206,21219,21227,21108,21186,1169020
20101203,21149,21206,21079,21165,2905536
20101202,20903,21071,20903,21071,1306882
20101201,20669,20817,20546,20817,779353
20101130,20489,20776,20427,20776,1799061
20101129,20558,20702,20378,20484,1257099
20101126,20874,20878,20472,20558,1323132
20101125,20817,20878,20608,20804,930278
20101124,20423,20780,20300,20763,1800573
20101123,20915,20915,20616,20710,1139162
20101122,20870,20993,20821,20915,986017
20101119,20726,20821,20669,20821,557382
20101118,20382,20698,20382,20669,1095852
20101117,20206,20484,20177,20337,1846808
20101116,20505,20587,20279,20382,1796690
20101115,20427,20685,20423,20505,1436767
20101112,20899,20956,20361,20472,2145671
20101111,20981,21169,20833,20833,1459911
20101110,20751,21018,20739,21018,828033
20101109,20739,20788,20636,20784,1093444
20101108,20780,20796,20603,20739,1091941
20101105,20792,20997,20677,20677,1517804
20101104,20575,20706,20575,20677,1840757
20101103,20476,20698,20476,20575,2009177
20101102,20398,20443,20308,20419,805604
20101101,20124,20402,19988,20402,2193460
20101029,20341,20349,19919,20136,2274950
20101028,20349,20349,20222,20316,1569779
20101027,20415,20464,20206,20357,1499360
20101026,20419,20439,20333,20423,957831
20101025,20230,20476,20202,20419,891302
20101022,19996,20218,19976,20185,826177
20101021,19976,19984,19705,19947,1417668
20101020,19644,19947,19521,19906,1571826
20101019,20074,20074,19759,19759,1759805
20101018,20308,20357,19964,20029,1520155
20101015,20279,20333,20189,20308,1021186
20101014,20099,20288,20095,20288,1222252
20101013,20001,20078,19910,20009,1995212
20101012,20222,20247,19861,19919,3748135
20101011,20370,20402,20189,20226,1752108
20101008,20333,20374,20247,20275,1439468
20101007,20361,20386,20308,20349,1215073
20101006,20247,20402,20243,20382,1394060
20101005,20029,20140,20021,20107,1041576
20101004,20132,20161,20062,20074,887527
20101001,19972,20169,19968,20050,1094205
20100930,19931,19996,19923,19980,1089705
20100929,19894,20062,19873,19964,1354106
20100928,19869,19878,19771,19837,841068
20100927,19783,19886,19779,19878,1128276
20100924,19578,19726,19529,19685,603894
20100920,19488,19660,19439,19578,842164
20100917,19439,19599,19418,19545,1234361
20100916,19504,19537,19398,19398,818556
20100915,19455,19582,19439,19504,940930
20100914,19513,19521,19431,19451,1861263
20100913,19316,19504,19316,19476,2859239
20100910,19127,19381,19127,19283,3528616
20100909,19107,19148,18959,19115,3603016
20100908,19053,19086,18930,19016,5107534
20100907,19193,19201,19131,19131,1370923
20100906,19189,19201,19119,19201,1478309
20100903,19070,19127,19016,19049,1055329
20100902,19127,19152,18938,19029,1223316
20100901,18742,18963,18725,18930,1236687
20100831,18758,18799,18639,18713,1783693
20100830,18774,18906,18705,18893,1088491
20100827,18491,18598,18446,18569,1222708
20100826,18684,18705,18557,18557,1489522
20100825,18770,18811,18594,18602,1229205
20100824,18988,19037,18742,18885,944815
20100823,19020,19221,18967,18996,724824
20100820,18938,19098,18938,19020,1223193
20100819,18852,19131,18832,19102,1634195
20100818,18881,18881,18754,18852,755472
20100817,18627,18815,18504,18799,749576
20100816,18639,18643,18352,18643,1825471
20100813,18537,18684,18463,18684,1478837
20100812,18619,18647,18475,18475,2874755
20100811,19025,19057,18791,18815,1694310
20100810,19234,19238,19074,19078,766197
20100809,19143,19205,19033,19201,830902
20100806,19135,19189,19029,19152,1098004
20100805,19250,19308,19074,19152,1081327
20100804,19234,19250,19098,19209,1397870
20100803,19250,19258,19176,19225,1920427
20100802,18947,19180,18947,19160,1036906
20100730,19033,19037,18869,18885,1127644
20100729,19004,19086,19004,19041,777017
20100728,19006,19092,18961,19055,1070463
20100727,19030,19055,18973,18981,1153957
20100726,18907,19014,18846,18989,948889
20100723,18826,18891,18740,18846,1893873
20100722,18621,18826,18605,18605,1249966
20100721,18711,18801,18621,18744,1946171
20100720,18539,18629,18416,18559,1002623
20100719,18375,18650,18375,18527,1142505
20100716,18817,18854,18641,18654,1456706
20100715,18826,18911,18809,18838,1021455
20100714,18809,18977,18809,18899,2507142
20100713,18617,18809,18596,18637,1296545
20100712,18539,18576,18478,18576,1060345
20100709,18285,18494,18187,18478,1817677
20100708,18171,18236,18117,18199,858116
20100707,18060,18060,17815,17897,3214203
20100706,17851,18027,17606,18015,1566269
20100705,17864,17950,17815,17909,1379530
20100702,17974,18056,17827,17864,1994083
20100701,18056,18089,17761,17974,2365609
20100630,18048,18187,18007,18175,2173917
20100629,18564,18686,18322,18338,1088320
20100628,18523,18613,18490,18564,1362276
20100625,18502,18662,18441,18490,1518550
20100624,18539,18727,18498,18666,1651717
20100623,18506,18633,18506,18539,1609971
20100622,18564,18666,18555,18654,1183903
20100621,18580,18776,18568,18686,1736459
20100618,18392,18445,18343,18437,1024414
20100617,18404,18445,18343,18392,1173307
20100616,18400,18437,18302,18408,1232450
20100615,18224,18314,18154,18253,1512370
20100614,18130,18343,18113,18228,1806390
20100611,18003,18081,17897,18056,2142506
20100610,17761,17868,17676,17786,1838655
20100609,17819,17823,17643,17712,1514203
20100608,17671,17856,17565,17815,1783792
20100607,17557,17676,17467,17676,1835326
20100604,17937,17974,17868,17962,1828178
20100603,17671,17954,17626,17937,2465668
20100601,17573,17630,17491,17540,1499196
20100531,17418,17639,17414,17639,2418666
20100528,17471,17483,17291,17426,2065736
20100527,16894,17291,16796,17246,1898817
20100526,16959,17098,16759,16955,8637180
20100525,17180,17180,16661,16857,4038349
20100524,17066,17373,17066,17319,2380280
20100520,17393,17553,17107,17205,3171867
20100519,17516,17520,17246,17475,4301608
20100518,17847,17864,17553,17659,2451069
20100517,17925,17925,17655,17721,1998833
20100514,18122,18232,17946,18158,1718696
20100513,18007,18248,17995,18212,1414029
20100512,17966,18068,17827,17843,1602959
20100511,18212,18220,17856,17901,1804244
20100510,17811,18032,17761,18007,2529583
20100507,17704,17790,17479,17671,3533188
20100506,18093,18138,18019,18081,1940853
20100504,18613,18637,18433,18490,1629505
20100503,18703,18768,18457,18490,1715406
20100430,18752,18817,18735,18785,926303
20100429,18731,18891,18510,18637,3052057
20100428,18521,18634,18469,18630,1849283
20100427,18893,18901,18776,18877,1579629
20100426,18804,18974,18804,18893,1742023
20100423,18772,18808,18642,18695,1126454
20100422,18687,18735,18586,18719,1604199
20100421,18602,18844,18602,18780,1276784
20100420,18469,18537,18404,18485,2174507
20100419,18461,18586,18339,18372,2157843
20100416,18743,18808,18562,18691,1813406
20100415,18824,18856,18707,18808,1469027
20100414,18529,18788,18529,18743,2312904
20100413,18505,18566,18368,18465,1992916
20100412,18719,18755,18416,18497,2155133
20100409,18735,18768,18497,18646,2414670
20100408,18626,18776,18622,18731,1401515
20100407,18735,18759,18687,18687,1210639
20100406,18743,18772,18671,18719,2277019
20100405,18658,18711,18598,18711,1841639
20100402,18566,18638,18509,18614,2507439
20100401,18194,18557,18194,18533,1870217
20100331,18311,18315,18198,18242,1092981
20100330,18307,18327,18255,18311,1021468
20100329,18085,18291,18085,18194,1502555
20100326,18137,18255,18044,18238,2629678
20100325,18101,18194,18097,18137,1351889
20100324,18250,18259,18085,18117,1687272
20100323,18048,18182,18040,18117,1254782
20100322,18032,18053,17855,17935,1632679
20100319,18093,18174,18032,18145,1199504
20100318,18053,18154,18012,18032,2064015
20100317,17907,18121,17774,18109,4983341
20100316,17770,17806,17677,17762,1685397
20100315,17911,17960,17657,17717,3115637
20100312,17919,17968,17814,17899,1242934
20100311,18008,18061,17847,17847,1910910
20100310,17943,17992,17871,17956,1587953
20100309,17919,17939,17867,17935,926336
20100308,17802,17952,17802,17935,1588532
20100305,17443,17657,17443,17649,1934514
20100304,17475,17564,17370,17398,1599752
20100303,17414,17463,17329,17459,2050822
20100302,17301,17499,17301,17410,1817303
20100226,17168,17233,17075,17111,1206356
20100225,17386,17434,17026,17103,2519772
20100224,17455,17467,17309,17362,1948970
20100223,17580,17596,17439,17580,1477315
20100222,17398,17653,17394,17580,1986044
20100219,17402,17544,17168,17204,3252346
20100218,17624,17624,17491,17515,1441441
20100217,17418,17616,17418,17580,3641029
20100216,17152,17394,17067,17269,1482237
20100212,17257,17273,16978,17156,2854634
20100211,16978,17309,16978,17224,2073237
20100210,17047,17063,16885,16938,1964095
20100209,16724,16950,16724,16930,2468458
20100208,16962,16962,16752,16780,2543776
20100205,16986,17123,16841,16921,6230349
20100204,17475,17475,17333,17418,1806979
20100203,17402,17475,17297,17439,1451742
20100202,17495,17523,17192,17241,2763987
20100201,17277,17410,17204,17342,3071302
20100129,17576,17588,17220,17277,3364044
20100128,17596,17806,17515,17758,1839303
20100127,17689,17754,17531,17531,2493783
20100126,18097,18097,17600,17681,3015152
20100125,17915,18129,17879,18057,1921052
20100122,18408,18412,17976,18125,4020595
20100121,18279,18606,18279,18606,1258266
20100120,18578,18578,18404,18448,2415779
20100119,18493,18533,18376,18428,1910817
20100118,18226,18473,18178,18412,1570269
20100115,18283,18380,18194,18319,1341495
20100114,18097,18311,18081,18234,1523231
20100113,18242,18242,18012,18020,2171604
20100112,18323,18347,18162,18319,1145086
20100111,18323,18408,18230,18299,1378799
20100108,18315,18323,18085,18299,1767654
20100107,18461,18481,18230,18230,1548454
20100106,18372,18497,18364,18456,1191557
20100105,18412,18420,18291,18331,2203385
20100104,18238,18380,18238,18347,1093289
20091230,18117,18263,18053,18238,2086559
20091229,18028,18210,18000,18117,1902329
20091228,18170,18182,18008,18036,2798325
20091224,17838,18162,17838,18077,1611289
20091223,17822,17838,17774,17834,1843556
20091222,17729,17774,17681,17770,1479964
20091221,17640,17701,17544,17640,1068437
20091218,17556,17701,17515,17657,1671123
20091217,17842,17887,17677,17677,3042093
20091216,17875,17956,17754,17842,2453560
20091215,17895,17923,17782,17895,1218166
20091214,17931,17931,17693,17891,1848169
20091211,17661,17947,17661,17842,2019994
20091210,17608,17665,17338,17572,8300827
20091209,17394,17604,17333,17580,1636049
20091208,17556,17636,17467,17515,1480885
20091207,17544,17608,17503,17560,1715017
20091204,17305,17548,17305,17479,1855355
20091203,17188,17394,17180,17394,2177406
20091202,16986,17184,16978,17111,3521384
20091201,16699,16877,16562,16869,3140912
20091130,16663,16837,16586,16699,6054428
20091127,16982,17035,16320,16372,7526797
20091126,17313,17426,17176,17176,1989666
20091125,17285,17338,17200,17313,1427334
20091124,17491,17511,17208,17253,2150375
20091123,17451,17523,17358,17410,1333175
20091120,17305,17471,17305,17418,1331963
20091119,17285,17483,17281,17426,1892336
20091118,17087,17329,17079,17220,2706800
20091117,17156,17200,17014,17031,2208107
20091116,16885,17091,16796,17091,1820821
20091113,16926,17014,16744,16837,1870605
20091112,17132,17188,16934,16934,10479726
20091111,16982,17107,16901,17107,2008928
20091110,17047,17140,16909,16909,1826772
20091109,16820,17055,16812,16857,1557482
20091106,16816,16829,16724,16792,6661073
20091105,16764,16788,16562,16574,16336633
20091104,16554,16845,16542,16845,9900470
20091103,16643,16679,16526,16526,12415714
20091102,16562,16760,16522,16643,1936823
20091030,17099,17111,16869,16869,13196735
20091029,16938,16974,16711,16901,4640165
20091028,17636,17645,17144,17180,3140053
20091027,17616,17649,17503,17636,1623491
20091026,17390,17770,17382,17717,2017914
20091023,17455,17560,17394,17471,2156934
20091022,17515,17576,17309,17350,1907466
20091021,17620,17750,17552,17657,1344410
20091020,17717,17790,17592,17701,1391713
20091019,17430,17608,17200,17600,1665503
20091016,17693,17790,17467,17487,1545870
20091015,17701,17822,17632,17677,2002957
20091014,17422,17620,17418,17576,1909905
20091013,17443,17495,17168,17321,2554051
20091012,17669,17701,17325,17443,2323271
20091009,17233,17552,17168,17531,2479761
20091008,17103,17192,16926,17148,16726492
20091007,17196,17325,17026,17026,4807148
20091006,17265,17305,16966,17031,6513622
20091005,17358,17386,17111,17123,4612908
20091001,17935,18012,17451,17576,4571047
20090930,17980,18206,17818,17903,1718317
20090929,18016,18077,17931,18020,1282123
20090928,17956,17956,17782,17863,1733125
20090925,18020,18020,17737,18016,2162915
20090924,18210,18295,17972,18085,1484040
