,open,high,low,close,volume
20180213,28404,28752,28291,28426,10677737
20180212,28029,28331,27920,28209,16524768
20180209,28331,28386,27757,27897,17606882
20180208,28426,28752,28349,28657,13090486
20180207,29421,29430,28413,28417,11384603
20180206,28969,29204,28621,29154,19423664
20180205,29516,29660,29344,29574,17474462
20180202,30402,30429,29837,29891,13806035
20180201,30596,30650,30420,30478,5060900
20180131,30343,30917,30343,30469,20968217
20180130,30808,30872,30447,30447,18448300
20180129,30781,30998,30772,30831,12863004
20180126,30496,30623,30429,30623,7859643
20180125,30207,30555,30207,30501,11151565
20180124,30207,30392,30189,30266,9211114
20180123,29945,30216,29909,30216,12202362
20180122,30094,30094,29678,29814,5227324
20180119,30130,30203,30063,30121,5955552
20180118,30248,30329,30044,30099,9824665
20180117,30085,30166,29990,30076,6987565
20180116,29918,30207,29855,30148,6322576
20180115,29999,30063,29827,29913,8655914
20180112,29859,29922,29642,29846,5532868
20180111,29931,29977,29728,29791,4894540
20180110,30225,30239,29909,29945,10719596
20180109,30176,30392,30013,30139,8104981
20180108,30185,30311,30017,30261,8158751
20180105,29737,30058,29737,30058,8258715
20180104,30067,30081,29651,29656,9064680
20180103,29895,29986,29823,29891,7373013
20180102,29751,29837,29656,29764,5100980
20171228,29281,29665,29276,29633,8363892
20171227,29027,29267,28969,29267,13998612
20171226,29109,29285,28928,28928,8410742
20171222,28987,29113,28914,29046,9383277
20171221,29407,29461,28905,28905,9472345
20171220,29511,29629,29470,29479,8571879
20171219,29665,29809,29484,29561,6645201
20171218,29543,29597,29470,29552,5972758
20171215,29669,29737,29457,29516,9423779
20171214,29597,29968,29565,29565,8401231
20171213,29362,29552,29253,29534,8241212
20171212,29398,29425,29244,29303,10468259
20171211,29407,29434,29267,29403,9515205
20171208,29385,29443,29262,29366,11701157
20171207,29448,29461,29172,29276,11393877
20171206,29814,29814,29371,29371,9918863
20171205,29561,29868,29511,29796,7945841
20171204,29529,29714,29394,29714,8139423
20171201,29498,29543,29348,29403,8554072
20171130,29705,29809,29385,29412,8693134
20171129,29959,30063,29873,29900,5293485
20171128,29837,29990,29742,29913,10588739
20171127,30370,30379,29800,29832,9228477
20171124,30298,30347,30203,30347,9540796
20171123,30383,30388,30234,30284,8682654
20171122,30374,30496,30270,30338,14870357
20171121,30203,30289,30103,30153,10570455
20171120,30270,30325,30053,30085,18051456
20171117,30379,30587,30216,30216,18309312
20171116,30103,30284,30035,30225,9235940
20171115,30185,30185,29995,30031,6700908
20171114,30261,30289,30162,30216,6981719
20171113,30411,30519,30212,30239,6659878
20171110,30307,30456,30279,30397,9942429
20171109,30628,30646,30325,30478,11060434
20171108,30343,30673,30307,30564,16544564
20171107,30492,30614,30429,30474,9417540
20171106,30628,30655,30270,30505,10024421
20171103,30655,30700,30420,30628,9081705
20171102,30682,30700,30492,30560,13066022
20171101,30433,30668,30352,30668,16583265
20171031,29877,30248,29832,30171,20433758
20171030,29950,29977,29832,29873,8933668
20171027,29598,29824,29566,29783,3992115
20171026,29792,29806,29580,29580,3248035
20171025,29792,29851,29670,29783,9937647
20171024,29810,29855,29760,29760,9890060
20171023,29842,29869,29720,29815,22443144
20171020,29575,29724,29566,29724,7096960
20171019,29760,29792,29517,29566,10940002
20171018,29666,29779,29616,29684,6145459
20171017,29652,29751,29639,29702,14239843
20171016,29684,29774,29589,29639,6544823
20171013,29634,29693,29566,29611,6544608
20171012,29508,29657,29480,29648,10715982
20171011,29268,29467,29255,29458,19560389
20171010,29069,29309,28997,29151,13202689
20170929,28424,28631,28424,28631,10952084
20170928,28415,28496,28324,28410,11485310
20170927,28460,28460,28347,28379,5238369
20170926,28487,28541,28379,28437,7853054
20170925,28640,28672,28519,28582,4433346
20170922,28767,28862,28532,28609,9134928
20170921,28744,28839,28704,28794,7108763
20170920,28848,28988,28686,28771,9362603
20170919,28826,28862,28771,28790,7798882
20170918,28374,28826,28374,28803,8696799
20170915,28171,28351,28112,28347,5814157
20170914,28085,28189,28026,28189,5812176
20170913,28117,28234,28004,28080,5138548
20170912,28171,28175,28008,28067,5222620
20170911,27918,28153,27913,28044,6983313
20170908,27819,27841,27733,27791,7086417
20170907,27525,27800,27502,27773,11238649
20170906,27439,27480,27353,27430,9881236
20170905,27624,27629,27421,27489,6703756
20170904,27403,27706,27403,27516,7249723
20170901,27922,27959,27728,27828,9174601
20170831,28022,28053,27769,27828,8032834
20170830,27950,27999,27886,27999,4947520
20170829,27819,27895,27507,27895,8712979
20170828,28112,28189,27945,27968,4070965
20170825,28171,28230,28071,28130,5519295
20170824,28008,28184,28008,28112,5909511
20170823,28144,28153,27936,27981,7708606
20170822,27927,28026,27904,27963,4751459
20170821,27977,27977,27810,27868,7381748
20170818,27701,27931,27679,27900,7693015
20170817,27823,27986,27760,27927,8640384
20170816,27850,27909,27733,27769,4934796
20170814,27557,27647,27484,27602,5448949
20170811,27475,27570,27295,27358,7283663
20170810,27904,28017,27665,27868,8397422
20170809,28139,28230,27959,27999,8484513
20170808,28460,28546,28193,28356,7982003
20170807,28410,28550,28356,28401,7053068
20170804,28306,28424,28216,28383,7220585
20170803,28654,28668,28049,28234,7933955
20170802,28762,28821,28708,28744,5839951
20170801,28356,28817,28320,28668,9561234
20170731,28288,28460,28275,28415,12601514
20170728,28880,28880,28388,28415,11438442
20170727,28979,29069,28907,28979,3927840
20170726,29006,29015,28835,28885,3344635
20170725,29105,29123,28934,28952,5686780
20170724,29105,29105,29033,29096,3721976
20170721,28952,29119,28952,29105,6284942
20170720,28912,29024,28840,28984,5880465
20170719,28849,28862,28732,28835,6236580
20170718,28795,28817,28741,28799,7373442
20170717,28867,28898,28754,28808,7136108
20170714,28700,28772,28664,28687,12392700
20170713,28502,28795,28493,28646,14357072
20170712,28345,28412,28318,28340,10861945
20170711,28223,28363,28183,28345,5534289
20170710,28183,28264,28110,28187,4818264
20170707,28092,28169,28016,28092,6037908
20170706,28268,28268,28128,28205,7101622
20170705,28025,28232,28016,28201,6379467
20170704,28277,28304,28061,28092,9176658
20170703,28268,28300,28147,28268,7012868
20170630,28110,28205,28083,28205,11328977
20170629,28246,28385,28246,28291,7091020
20170628,28065,28183,28056,28097,7547692
20170627,28124,28264,28115,28187,11928980
20170626,28052,28201,28038,28178,11167597
20170623,27953,28074,27921,28025,12292018
20170622,27854,27957,27777,27957,7685888
20170621,27804,27831,27669,27773,12256418
20170620,28002,28029,27890,27948,12164702
20170619,27705,27939,27660,27863,7973466
20170616,27714,27777,27651,27714,7188190
20170615,27795,27894,27557,27705,7370049
20170614,27921,28011,27746,27818,5538731
20170613,27674,27858,27674,27822,8617863
20170612,27764,27845,27624,27669,10493727
20170609,27755,28007,27755,27939,6666096
20170608,27624,27746,27476,27732,6755751
20170607,27737,27791,27593,27593,7855664
20170605,27840,27885,27732,27759,6625578
20170602,27570,27831,27566,27800,12833412
20170601,27516,27584,27386,27462,10067368
20170531,27476,27669,27444,27539,9485019
20170530,27696,27737,27390,27534,13512100
20170529,27858,27948,27570,27723,10591438
20170526,27602,27885,27570,27750,14696977
20170525,27395,27597,27318,27579,12129039
20170524,27305,27359,27228,27260,10840063
20170523,27206,27444,27174,27233,13911058
20170522,27116,27165,27007,27152,7318176
20170519,26962,27026,26904,26935,8348486
20170518,26782,26994,26724,26989,13676118
20170517,26976,27102,26935,27044,12913226
20170516,27197,27273,26940,27057,7656115
20170515,26989,27107,26895,27021,7828313
20170512,27084,27125,26922,26958,8747042
20170511,26881,27134,26791,27075,14731263
20170510,27071,27516,26674,26742,13204711
20170508,26395,27035,26373,27035,12835119
20170504,26188,26346,26170,26346,8793638
20170502,25990,26242,25977,26085,7310563
