,Unnamed: 0,ticker,buying_point,selling_point,best_score,market_score,per,beta,sharp,sortino,MDD
0,0,1001,0.30000000000000004,0.7999999999999999,2232.058032781545,2192.07,1.8242133135139451,0.060723022246142566,-0.1802718780353598,-0.12296971962366327,0.08979967382957768
1,1,1002,0.1,0.7999999999999999,2175.41,2175.41,0.0,0.0,0.0,0.0,0.0
2,2,1003,0.1,0.7999999999999999,2701.0650753853547,2444.16,10.510976179356303,0.1677851971887565,-0.393570635716537,-0.3198885380295908,3.3413880988567927e-16
3,3,1004,0.1,0.8999999999999999,2010.4,2010.4,0.0,0.0,0.0,0.0,0.0
4,4,1005,0.2,0.8999999999999999,4068.63584445128,3565.71,14.104507782497166,-0.1593414109236848,-0.22185997234928828,-0.22524761476792043,0.008941197106120014
5,5,1006,0.1,0.8999999999999999,1453.9082091709986,378.77,283.84988493571257,0.17570792527939882,-4.764380548051859,-4.719380584035215,0.051047072980671356
6,6,1007,0.1,0.8999999999999999,648.7283495876931,314.6,106.20735841948284,0.212222511879109,-1.7102247422099197,-1.7166703291285212,0.07593375722612881
7,7,1008,0.4,0.8999999999999999,4770.337791209996,4877.22,-2.1914576088428284,0.02307763904470017,0.011951871629997286,0.012973454660149708,-0.026478578394821803
8,8,1009,0.4,0.8999999999999999,8048.692873177659,13242.44,-39.22046939100605,0.2623197486244597,0.37036042928717045,0.377072411141743,7.966478952395044e-16
9,9,1010,0.2,0.8999999999999999,6019.5674239350765,2430.61,147.65665507568372,-1.2013762874946168,-1.7785854910481877,-1.7403416704960828,0.0738374850065546
10,10,1011,0.2,0.8999999999999999,3204.48347875826,4043.25,-20.74485924050553,0.24416541662703373,0.08290396770471045,0.07675258707424801,7.529388834946442e-16
11,11,1012,0.1,0.7999999999999999,1535.0643789756266,806.99,90.22099145907964,0.7504736417305052,-11.025543076275317,-4.5128209153251975,0.399976864370557
12,12,1013,0.30000000000000004,0.8999999999999999,14685.221051206867,22113.54,-33.591722305850304,0.3501045735674714,0.31128134794890683,0.31440935603104475,-0.03845665472309122
13,13,1014,0.2,0.7999999999999999,1619.8382888302224,1823.99,-11.192589387539263,0.696777687835012,-0.2290975423532265,-0.11808358512772239,-0.030999170632347025
14,14,1015,0.1,0.8999999999999999,4027.4037299346637,1806.85,122.89640700305307,-1.0968120191783068,-2.127623268045675,-1.9364932698366537,0.08731903493034057
15,15,1016,0.1,0.8999999999999999,992.6698764317453,317.78,212.376447992871,-0.01547039890728441,-4.845473351844621,-4.478340204804123,0.24997281046998088
16,16,1017,0.1,0.7999999999999999,1486.4141713646884,727.89,104.2086264909105,0.7310084373633425,-21.387668011239967,-19.143144588115415,0.5902868731528501
17,17,1018,0.1,0.6,78.03046007644838,74.8,4.318796893647559,0.8935408604696929,-2.7341140428775175,-1.988199857893303,0.40528343749195794
18,18,1019,0.1,0.8999999999999999,2669.2500953047847,1455.59,83.37925482483291,-0.7234595327610875,-1.3141298057930018,-1.2982677247508203,0.005556180766783598
19,19,1020,0.1,0.7999999999999999,570.6690850722363,371.89,53.45104333868513,0.0853771971588001,-15.607111991888175,-14.039784786468239,0.18052708638360634
20,20,1021,0.1,0.7,164.3184789781785,313.77,-47.630914689684,1.0032358364834602,0.3790051278244405,0.4505094950399264,0.7166060677960656
21,21,1022,0.1,0.7,147.314488515662,129.83,13.467217527275643,1.0267074374038714,-13.383239582483643,-11.736954904701552,0.5956355394401494
22,22,1024,0.1,0.8999999999999999,184.79751421121492,1445.1,-87.21212966499101,0.9886544640284278,0.8433888827730821,0.8660386340687664,0.3745382269238656
23,23,1025,0.5,0.8999999999999999,818.3690893199797,12656.82,-93.53416506421058,0.9421601356653766,0.9404890812157631,0.9413146176043502,-0.058563717902688474
24,24,1026,0.1,0.8999999999999999,1246.9411990265355,1003.29,24.28522152384012,-0.25362068216474065,-0.41653078431518437,-0.42362436248507324,0.07552159890444946
25,25,1027,0.2,0.8999999999999999,7723.57266136794,5812.32,32.88278452266804,-0.35828626786449647,-0.36026004599624734,-0.3621147979079006,0.05819177968476129
26,26,1028,0.2,0.8999999999999999,250.38680060295437,284.96,-12.13264998492618,0.15416236461587696,0.08697372773923179,0.09818718187475292,0.06969139587165443
27,27,1034,0.1,0.7999999999999999,2148.6,2148.6,0.0,0.0,0.0,0.0,0.0
28,28,1035,0.1,0.7999999999999999,2880.320000000036,1957.7,47.127751953825204,-0.04180003793517573,-0.6927753568051035,-0.6691529121887339,6.962712250584767e-16
29,29,1150,0.1,0.5,1588.28,1588.28,0.0,0.0,0.0,0.0,0.0
30,30,1151,0.1,0.7,587.4299576065873,238.75,146.04396130118843,0.9999733115869948,1.7415679509036135,1.6408658586502591,0.6499281773595532
31,31,1152,0.1,0.7,525.5402705682927,258.12,103.60308018297413,1.0863700218779164,1.7377130171227195,1.6261972391366346,0.6521043489916335
32,32,1153,0.1,0.7,1020.5049266951123,751.56,35.784890986097224,0.7402747972323203,-6.430582816632724,-5.814929622015677,0.33101856664657126
33,33,1154,0.1,0.8999999999999999,1462.96,1462.96,0.0,0.0,0.0,0.0,0.0
34,34,1155,0.1,0.7999999999999999,3556.8599999999437,2645.64,34.442327754340894,0.025012820934656732,-0.6746453935558764,-0.6375949733947014,0.09697837241436741
35,35,1156,0.1,0.7,747.6182749326149,530.67,40.88195581672507,1.032352143555593,4.146752906340526,3.8885260901839853,0.6885749333090551
36,36,1157,0.2,0.7,986.8399999999842,804.9,22.60405019256855,0.04602544391305596,-5.259005898069456,-5.130562884345189,-1.2861587901231683e-14
